90 8
0 34
1 9
2 7
3 8
4 8
5 7
6 8
7 9
0 34 0.035497
0 35 0.0486815
0 36 0.010142
0 37 0
0 38 0.010142
0 39 0
0 40 0
0 41 0
0 42 0
0 43 0.162272
0 44 0.010142
0 45 0
0 46 0.010142
0 47 0
0 48 0
0 49 0
0 50 0.0588235
0 51 0.010142
0 52 0
0 53 0.010142
0 54 0
0 55 0
0 56 0
0 57 0
0 58 0.162272
0 59 0.035497
0 60 0.010142
0 61 0
0 62 0.010142
0 63 0
0 64 0
0 65 0
0 66 0.0588235
0 67 0.010142
0 68 0
0 69 0.010142
0 70 0
0 71 0
0 72 0
0 73 0.103448
0 74 0.010142
0 75 0
0 76 0.010142
0 77 0
0 78 0
0 79 0
0 80 0
0 81 0.035497
0 82 0.0121704
0 83 0.010142
0 84 0
0 85 0.010142
0 86 0
0 87 0
0 88 0
0 89 0
1 34 0.0356779
1 35 0.0142712
1 36 0
1 37 0
1 38 0
1 39 0
1 40 0
1 41 0
1 42 0
1 43 0.0122324
1 44 0
1 45 0
1 46 0
1 47 0
1 48 0
1 49 0
1 50 0.0265036
1 51 0
1 52 0
1 53 0
1 54 0
1 55 0
1 56 0
1 57 0
1 58 0.0122324
1 59 0.0356779
1 60 0
1 61 0
1 62 0
1 63 0
1 64 0
1 65 0
1 66 0.0265036
1 67 0
1 68 0
1 69 0
1 70 0
1 71 0
1 72 0
1 73 0.0621814
1 74 0
1 75 0
1 76 0
1 77 0
1 78 0
1 79 0
1 80 0
1 81 0.0356779
1 82 0.0764526
1 83 0
1 84 0
1 85 0
1 86 0
1 87 0
1 88 0
1 89 0
2 34 0.271875
2 35 0.0729167
2 36 0.0166667
2 37 0
2 38 0
2 39 0
2 40 0
2 41 0
2 42 0
2 43 0.0208333
2 44 0.0166667
2 45 0
2 46 0
2 47 0
2 48 0
2 49 0
2 50 0.0270833
2 51 0.0166667
2 52 0
2 53 0
2 54 0
2 55 0
2 56 0
2 57 0
2 58 0.0208333
2 59 0.271875
2 60 0.0166667
2 61 0
2 62 0
2 63 0
2 64 0
2 65 0
2 66 0.0104167
2 67 0.0166667
2 68 0
2 69 0
2 70 0
2 71 0
2 72 0
2 73 0.0208333
2 74 0.0166667
2 75 0
2 76 0
2 77 0
2 78 0
2 79 0
2 80 0
2 81 0.271875
2 82 0.0229167
2 83 0.0166667
2 84 0
2 85 0
2 86 0
2 87 0
2 88 0
2 89 0
3 34 1
3 35 0
3 36 0.0160321
3 37 0
3 38 0.0641283
3 39 0
3 40 0
3 41 0
3 42 0
3 43 0.0801603
3 44 0.0160321
3 45 0
3 46 0.0641283
3 47 0
3 48 0
3 49 0
3 50 0.0160321
3 51 0.0160321
3 52 0
3 53 0.0641283
3 54 0
3 55 0
3 56 0
3 57 0
3 58 0.0801603
3 59 1
3 60 0.0160321
3 61 0
3 62 0.0641283
3 63 0
3 64 0
3 65 0
3 66 0
3 67 0.0160321
3 68 0
3 69 0.0641283
3 70 0
3 71 0
3 72 0
3 73 0.0801603
3 74 0.0160321
3 75 0
3 76 0.0641283
3 77 0
3 78 0
3 79 0
3 80 0
3 81 1
3 82 0
3 83 0.0160321
3 84 0
3 85 0.0641283
3 86 0
3 87 0
3 88 0
3 89 0
4 34 0.0703364
4 35 0
4 36 0.0163099
4 37 0.0825688
4 38 0
4 39 0
4 40 0
4 41 0.0825688
4 42 0
4 43 0.0163099
4 44 0.0163099
4 45 0.0825688
4 46 0
4 47 0
4 48 0
4 49 0.0825688
4 50 0.0163099
4 51 0.0163099
4 52 0.0825688
4 53 0
4 54 0
4 55 0
4 56 0.0825688
4 57 0
4 58 0.0163099
4 59 0.0703364
4 60 0.0163099
4 61 0.0825688
4 62 0
4 63 0
4 64 0
4 65 0.0825688
4 66 0
4 67 0.0163099
4 68 0.0825688
4 69 0
4 70 0
4 71 0
4 72 0.0825688
4 73 0.0163099
4 74 0.0163099
4 75 0.0825688
4 76 0
4 77 0
4 78 0
4 79 0.0825688
4 80 0
4 81 0.0703364
4 82 0
4 83 0.0163099
4 84 0.0825688
4 85 0
4 86 0
4 87 0
4 88 0.0825688
4 89 0
5 34 0.07
5 35 0
5 36 0
5 37 0
5 38 0
5 39 0
5 40 0
5 41 0
5 42 0
5 43 0
5 44 0
5 45 0
5 46 0
5 47 0
5 48 0
5 49 0
5 50 0
5 51 0
5 52 0
5 53 0
5 54 0
5 55 0
5 56 0
5 57 0
5 58 0
5 59 0.07
5 60 0
5 61 0
5 62 0
5 63 0
5 64 0
5 65 0
5 66 0
5 67 0
5 68 0
5 69 0
5 70 0
5 71 0
5 72 0
5 73 0
5 74 0
5 75 0
5 76 0
5 77 0
5 78 0
5 79 0
5 80 0
5 81 0.07
5 82 0
5 83 0
5 84 0
5 85 0
5 86 0
5 87 0
5 88 0
5 89 0
6 34 0.101833
6 35 0
6 36 0
6 37 0.0824847
6 38 0
6 39 0
6 40 0.0824847
6 41 0.0824847
6 42 0
6 43 0
6 44 0
6 45 0.0824847
6 46 0
6 47 0
6 48 0.0824847
6 49 0.0824847
6 50 0
6 51 0
6 52 0.0824847
6 53 0
6 54 0
6 55 0.0824847
6 56 0.0824847
6 57 0
6 58 0
6 59 0.101833
6 60 0
6 61 0.0824847
6 62 0
6 63 0
6 64 0.0824847
6 65 0.0824847
6 66 0
6 67 0
6 68 0.0824847
6 69 0
6 70 0
6 71 0.0824847
6 72 0.0824847
6 73 0
6 74 0
6 75 0.0824847
6 76 0
6 77 0
6 78 0.0824847
6 79 0.0824847
6 80 0
6 81 0.101833
6 82 0
6 83 0
6 84 0.0824847
6 85 0
6 86 0
6 87 0.0824847
6 88 0.0824847
6 89 0
7 34 0.0359343
7 35 0.00410678
7 36 0
7 37 0
7 38 0
7 39 0
7 40 0
7 41 0
7 42 0
7 43 0.112936
7 44 0
7 45 0
7 46 0
7 47 0
7 48 0
7 49 0
7 50 0.112936
7 51 0
7 52 0
7 53 0
7 54 0
7 55 0
7 56 0
7 57 0
7 58 0.112936
7 59 0.0359343
7 60 0
7 61 0
7 62 0
7 63 0
7 64 0
7 65 0
7 66 0.112936
7 67 0
7 68 0
7 69 0
7 70 0
7 71 0
7 72 0
7 73 0.112936
7 74 0
7 75 0
7 76 0
7 77 0
7 78 0
7 79 0
7 80 0
7 81 0.0359343
7 82 0.0410678
7 83 0
7 84 0
7 85 0
7 86 0
7 87 0
7 88 0
7 89 0
8 34 0.0703518
8 35 0.0341709
8 36 0
8 37 0
8 38 0
8 39 0
8 40 0
8 41 0
8 42 0
8 43 0.0281407
8 44 0
8 45 0
8 46 0
8 47 0
8 48 0
8 49 0
8 50 0.00603015
8 51 0
8 52 0
8 53 0
8 54 0
8 55 0
8 56 0
8 57 0
8 58 0.0281407
8 59 0.0703518
8 60 0
8 61 0
8 62 0
8 63 0
8 64 0
8 65 0
8 66 0.00603015
8 67 0
8 68 0
8 69 0
8 70 0
8 71 0
8 72 0
8 73 0
8 74 0
8 75 0
8 76 0
8 77 0
8 78 0
8 79 0
8 80 0
8 81 0.0703518
8 82 0.00603015
8 83 0
8 84 0
8 85 0
8 86 0
8 87 0
8 88 0
8 89 0
9 34 0.0163265
9 35 0.0142857
9 36 0.0163265
9 37 0
9 38 0
9 39 0
9 40 0
9 41 0
9 42 0
9 43 0.0714286
9 44 0.0163265
9 45 0
9 46 0
9 47 0
9 48 0
9 49 0
9 50 0.0306122
9 51 0.0163265
9 52 0
9 53 0
9 54 0
9 55 0
9 56 0
9 57 0
9 58 0.0714286
9 59 0.0163265
9 60 0.0163265
9 61 0
9 62 0
9 63 0
9 64 0
9 65 0
9 66 0.0142857
9 67 0.0163265
9 68 0
9 69 0
9 70 0
9 71 0
9 72 0
9 73 0.0714286
9 74 0.0163265
9 75 0
9 76 0
9 77 0
9 78 0
9 79 0
9 80 0
9 81 0.0163265
9 82 0.0142857
9 83 0.0163265
9 84 0
9 85 0
9 86 0
9 87 0
9 88 0
9 89 0
10 34 0
10 35 0.806283
10 36 0.0104712
10 37 0
10 38 0.0104712
10 39 0
10 40 0
10 41 0
10 42 0
10 43 0.739267
10 44 0.0104712
10 45 0
10 46 0.0104712
10 47 0
10 48 0
10 49 0
10 50 0.963351
10 51 0.0104712
10 52 0
10 53 0.0104712
10 54 0
10 55 0
10 56 0
10 57 0
10 58 0.739267
10 59 0
10 60 0.0104712
10 61 0
10 62 0.0104712
10 63 0
10 64 0
10 65 0
10 66 1
10 67 0.0104712
10 68 0
10 69 0.0104712
10 70 0
10 71 0
10 72 0
10 73 0.707853
10 74 0.0104712
10 75 0
10 76 0.0104712
10 77 0
10 78 0
10 79 0
10 80 0
10 81 0
10 82 0.859686
10 83 0.0104712
10 84 0
10 85 0.0104712
10 86 0
10 87 0
10 88 0
10 89 0
11 34 0
11 35 0.0475698
11 36 0
11 37 0
11 38 0
11 39 0
11 40 0
11 41 0
11 42 0
11 43 0.033092
11 44 0
11 45 0
11 46 0
11 47 0
11 48 0
11 49 0
11 50 0.0372285
11 51 0
11 52 0
11 53 0
11 54 0
11 55 0
11 56 0
11 57 0
11 58 0.033092
11 59 0
11 60 0
11 61 0
11 62 0
11 63 0
11 64 0
11 65 0
11 66 0.0372285
11 67 0
11 68 0
11 69 0
11 70 0
11 71 0
11 72 0
11 73 0.0041365
11 74 0
11 75 0
11 76 0
11 77 0
11 78 0
11 79 0
11 80 0
11 81 0
11 82 0.0186143
11 83 0
11 84 0
11 85 0
11 86 0
11 87 0
11 88 0
11 89 0
12 34 0.0162602
12 35 0
12 36 1
12 37 0
12 38 0.284553
12 39 0.27439
12 40 0
12 41 0
12 42 0
12 43 0.0264228
12 44 1
12 45 0
12 46 0.284553
12 47 0.27439
12 48 0
12 49 0
12 50 0.0264228
12 51 1
12 52 0
12 53 0.284553
12 54 0.27439
12 55 0
12 56 0
12 57 0
12 58 0.0264228
12 59 0.0162602
12 60 1
12 61 0
12 62 0.284553
12 63 0.27439
12 64 0
12 65 0
12 66 0.0101626
12 67 1
12 68 0
12 69 0.284553
12 70 0.27439
12 71 0
12 72 0
12 73 0.0162602
12 74 1
12 75 0
12 76 0.284553
12 77 0.27439
12 78 0
12 79 0
12 80 0
12 81 0.0162602
12 82 0
12 83 1
12 84 0
12 85 0.284553
12 86 0.27439
12 87 0
12 88 0
12 89 0
13 34 0
13 35 0
13 36 0
13 37 0
13 38 0
13 39 0
13 40 0
13 41 0
13 42 0
13 43 0
13 44 0
13 45 0
13 46 0
13 47 0
13 48 0
13 49 0
13 50 0.0182927
13 51 0
13 52 0
13 53 0
13 54 0
13 55 0
13 56 0
13 57 0
13 58 0
13 59 0
13 60 0
13 61 0
13 62 0
13 63 0
13 64 0
13 65 0
13 66 0.0182927
13 67 0
13 68 0
13 69 0
13 70 0
13 71 0
13 72 0
13 73 0
13 74 0
13 75 0
13 76 0
13 77 0
13 78 0
13 79 0
13 80 0
13 81 0
13 82 0
13 83 0
13 84 0
13 85 0
13 86 0
13 87 0
13 88 0
13 89 0
14 34 0
14 35 0.0491803
14 36 0.338115
14 37 0
14 38 0.0102459
14 39 0
14 40 0
14 41 0
14 42 0
14 43 0.0717213
14 44 0.338115
14 45 0
14 46 0.0102459
14 47 0
14 48 0
14 49 0
14 50 0.0594262
14 51 0.338115
14 52 0
14 53 0.0102459
14 54 0
14 55 0
14 56 0
14 57 0
14 58 0.0717213
14 59 0
14 60 0.338115
14 61 0
14 62 0.0102459
14 63 0
14 64 0
14 65 0
14 66 0.0594262
14 67 0.338115
14 68 0
14 69 0.0102459
14 70 0
14 71 0
14 72 0
14 73 0.0122951
14 74 0.338115
14 75 0
14 76 0.0102459
14 77 0
14 78 0
14 79 0
14 80 0
14 81 0
14 82 0.0122951
14 83 0.338115
14 84 0
14 85 0.0102459
14 86 0
14 87 0
14 88 0
14 89 0
15 34 0.016684
15 35 0.553702
15 36 0.016684
15 37 0
15 38 0
15 39 0
15 40 0
15 41 0
15 42 0
15 43 0.561001
15 44 0.016684
15 45 0
15 46 0
15 47 0
15 48 0
15 49 0
15 50 0.618352
15 51 0.016684
15 52 0
15 53 0
15 54 0
15 55 0
15 56 0
15 57 0
15 58 0.561001
15 59 0.016684
15 60 0.016684
15 61 0
15 62 0
15 63 0
15 64 0
15 65 0
15 66 0.586027
15 67 0.016684
15 68 0
15 69 0
15 70 0
15 71 0
15 72 0
15 73 0.540146
15 74 0.016684
15 75 0
15 76 0
15 77 0
15 78 0
15 79 0
15 80 0
15 81 0.016684
15 82 0.529718
15 83 0.016684
15 84 0
15 85 0
15 86 0
15 87 0
15 88 0
15 89 0
16 34 0.0167189
16 35 0.205852
16 36 0.0271682
16 37 0
16 38 0.0104493
16 39 0
16 40 0
16 41 0
16 42 0
16 43 0.031348
16 44 0.0271682
16 45 0
16 46 0.0104493
16 47 0
16 48 0
16 49 0
16 50 0.220481
16 51 0.0271682
16 52 0
16 53 0.0104493
16 54 0
16 55 0
16 56 0
16 57 0
16 58 0.031348
16 59 0.0167189
16 60 0.0271682
16 61 0
16 62 0.0104493
16 63 0
16 64 0
16 65 0
16 66 0.188088
16 67 0.0271682
16 68 0
16 69 0.0104493
16 70 0
16 71 0
16 72 0
16 73 0.0208986
16 74 0.0271682
16 75 0
16 76 0.0104493
16 77 0
16 78 0
16 79 0
16 80 0
16 81 0.0167189
16 82 0.190178
16 83 0.0271682
16 84 0
16 85 0.0104493
16 86 0
16 87 0
16 88 0
16 89 0
17 34 0
17 35 0
17 36 0
17 37 0
17 38 0
17 39 0
17 40 0.0825688
17 41 0
17 42 0
17 43 0
17 44 0
17 45 0
17 46 0
17 47 0
17 48 0.0825688
17 49 0
17 50 0
17 51 0
17 52 0
17 53 0
17 54 0
17 55 0.0825688
17 56 0
17 57 0
17 58 0
17 59 0
17 60 0
17 61 0
17 62 0
17 63 0
17 64 0.0825688
17 65 0
17 66 0
17 67 0
17 68 0
17 69 0
