216 8
0 27
1 27
2 27
3 27
4 27
5 27
6 27
7 27
0 27 0.993867
0 28 0.0215239
0 29 0.0227783
0 30 0.0188827
0 31 0.018662
0 32 0.060157
0 33 0.0247136
0 34 0.0188827
0 35 0.0147222
0 36 0.0188827
0 37 0.00824836
0 38 0.0178552
0 39 0.0209566
0 40 0.0147348
0 41 0.0104546
0 42 0.00905102
0 43 0.0309353
0 44 0.0130013
0 45 0.0209566
0 46 0.0156426
0 47 0.00981167
0 48 0.0103349
0 49 0.0267875
0 50 0.0188827
0 51 0.0250539
0 52 0.0189604
0 53 0.112614
0 54 0.993867
0 55 0.0205657
0 56 0.0165881
0 57 0.0250539
0 58 0.0251044
0 59 0.0115452
0 60 0.00586137
0 61 0.00571428
0 62 0.0133669
0 63 0.0188827
0 64 0.0117847
0 65 0.0292018
0 66 0.0124403
0 67 0.0209566
0 68 0.0177669
0 69 0.00818742
0 70 0.015693
0 71 0.0202085
0 72 0.0115452
0 73 0.112614
0 74 0.00804034
0 75 0.0171491
0 76 0.0233709
0 77 0.0148231
0 78 0.0197904
0 79 0.013369
0 80 0.0235978
0 81 0.895989
0 82 0.0205657
0 83 0.0204838
0 84 0.0188827
0 85 0.0251044
0 86 0.0115452
0 87 0.0251044
0 88 0.0135245
0 89 0.0209566
0 90 0.0188827
0 91 0.00751713
0 92 0.0188827
0 93 0.0209566
0 94 0.0115452
0 95 0.0251044
0 96 0.0105744
0 97 0.0159451
0 98 0.0277456
0 99 0.00874845
0 100 0.0505754
0 101 0.0124403
0 102 0.0215239
0 103 0.112614
0 104 0.015693
0 105 0.0233982
0 106 0.00838073
0 107 0.013369
0 108 0.9956
0 109 0.0251044
0 110 0.0142621
0 111 0.015693
0 112 0.0209566
0 113 0.0309353
0 114 0.0115452
0 115 0.015693
0 116 0.00459853
0 117 0.015693
0 118 0.0233709
0 119 0.0188827
0 120 0.0254196
0 121 0.00692458
0 122 0.00981167
0 123 0.0188827
0 124 0.0267875
0 125 0.0165881
0 126 0.0192231
0 127 0.0177669
0 128 0.0154408
0 129 0.0114695
0 130 0.0130013
0 131 0.0562109
0 132 0.0146718
0 133 0.110317
0 134 0.0195908
0 135 0.99681
0 136 0.0247136
0 137 0.0124088
0 138 0.0188827
0 139 0.0227783
0 140 0.0223875
0 141 0.0124403
0 142 0.0186305
0 143 0.00925064
0 144 0.0179119
0 145 0.0183784
0 146 0.0250413
0 147 0.00689307
0 148 0.0277456
0 149 0.0209566
0 150 0.0150248
0 151 0.0198933
0 152 0.0241336
0 153 0.0101142
0 154 0.0309353
0 155 0.0209566
0 156 0.0159451
0 157 0.0662905
0 158 0.00808026
0 159 0.0088409
0 160 0.0115452
0 161 0.013369
0 162 0.99681
0 163 0.0188322
0 164 0.0147348
0 165 0.0160334
0 166 0.0147348
0 167 0.00748561
0 168 0.0188827
0 169 0.018019
0 170 0.0137641
0 171 0.011022
0 172 0.0119381
0 173 0.0420676
0 174 0.0148231
0 175 0.0124088
0 176 0.00838073
0 177 0.0219147
0 178 0.0177669
0 179 0.0251044
0 180 0.0124088
0 181 0.0148546
0 182 0.0147222
0 183 0.00703805
0 184 0.0197463
0 185 0.0151698
0 186 0.114213
0 187 0.0188827
0 188 0.0195908
0 189 0.9956
0 190 0.0267875
0 191 0.0142621
0 192 0.0210448
0 193 0.0186305
0 194 0.0215239
0 195 0.0251044
0 196 0.0137641
0 197 0.015693
0 198 0.020093
0 199 0.0171491
0 200 0.0147348
0 201 0.0188827
0 202 0.0130013
0 203 0.00301
0 204 0.0247136
0 205 0.0185317
0 206 0.0277456
0 207 0.0251044
0 208 0.0251044
0 209 0.00921912
0 210 0.0209566
0 211 0.00905102
0 212 0.011043
0 213 0.0207044
0 214 0.0239907
0 215 0.115255
1 27 0.0218156
1 28 0.660517
1 29 0.185024
1 30 0.0619758
1 31 0.0871822
1 32 0.0315793
1 33 0.0823365
1 34 0.0577528
1 35 0.0441014
1 36 0.237408
1 37 0.0436037
1 38 0.051746
1 39 0.0536372
1 40 0.076423
1 41 0.0536997
1 42 0.0396844
1 43 0.0719687
1 44 0.0469869
1 45 0.068046
1 46 0.0339583
1 47 0.0397776
1 48 0.0599278
1 49 0.0619056
1 50 0.0571421
1 51 0.0426083
1 52 0.0202051
1 53 0.0175279
1 54 0.0185266
1 55 0.196942
1 56 0.198635
1 57 0.0729312
1 58 0.0898474
1 59 0.0723294
1 60 0.0288923
1 61 0.0468795
1 62 0.0489888
1 63 0.068467
1 64 0.199945
1 65 0.0704294
1 66 0.0976246
1 67 0.079963
1 68 0.453303
1 69 0.037642
1 70 0.0505489
1 71 0.0518063
1 72 0.10194
1 73 0.0203958
1 74 0.0680658
1 75 0.0499251
1 76 0.0388435
1 77 0.0765337
1 78 0.0458676
1 79 0.0286774
1 80 0.051893
1 81 0.0565819
1 82 0.202802
1 83 0.207985
1 84 0.0695348
1 85 0.0744419
1 86 0.0408914
1 87 0.0580827
1 88 0.0933304
1 89 0.0663369
1 90 0.0704141
1 91 0.030403
1 92 0.0928896
1 93 0.0615646
1 94 0.0438953
1 95 0.0717516
1 96 0.0865639
1 97 0.210166
1 98 0.0398719
1 99 0.421516
1 100 0.0468828
1 101 0.0590332
1 102 0.105897
1 103 0.0203958
1 104 0.045679
1 105 0.0415953
1 106 0.0444183
1 107 0.0285711
1 108 0.0236245
1 109 0.179503
1 110 0.187848
1 111 0.0798841
1 112 0.0755284
1 113 0.084869
1 114 0.0517296
1 115 0.0626007
1 116 0.0433406
1 117 0.0518579
1 118 0.0833111
1 119 0.0984611
1 120 0.0457317
1 121 0.0485284
1 122 0.0420437
1 123 0.0453929
1 124 0.206183
1 125 0.0659367
1 126 0.0894757
1 127 0.0653908
1 128 0.0498001
1 129 0.0562322
1 130 0.033146
1 131 0.0511486
1 132 0.0517767
1 133 0.473172
1 134 0.0223626
1 135 0.0204079
1 136 0.185625
1 137 0.191549
1 138 0.0740056
1 139 0.076935
1 140 0.0780894
1 141 0.0557684
1 142 0.0737929
1 143 0.0680614
1 144 0.0595167
1 145 0.0671186
1 146 0.479271
1 147 0.0315618
1 148 0.0659641
1 149 0.0949518
1 150 0.0704974
1 151 0.0469573
1 152 0.0489373
1 153 0.0515871
1 154 0.0758101
1 155 0.0891293
1 156 0.0732108
1 157 0.199557
1 158 0.0464465
1 159 0.0446386
1 160 0.0403126
1 161 0.0285711
1 162 0.0235554
1 163 0.191643
1 164 0.22075
1 165 0.0331339
1 166 0.0818728
1 167 0.0417433
1 168 0.0758595
1 169 0.0368142
1 170 0.0371146
1 171 0.175922
1 172 0.428365
1 173 0.0223506
1 174 0.0485678
1 175 0.0550514
1 176 0.0497091
1 177 0.0673137
1 178 0.0740845
1 179 0.0884912
1 180 0.079018
1 181 0.0449193
1 182 0.051541
1 183 0.0529772
1 184 0.0549824
1 185 0.0553562
1 186 0.0884035
1 187 0.0644786
1 188 0.0223626
1 189 0.0236245
1 190 0.190891
1 191 0.218231
1 192 0.0428297
1 193 0.0655125
1 194 0.0892992
1 195 0.2247
1 196 0.0444007
1 197 0.0494109
1 198 0.0763177
1 199 0.0503033
1 200 0.0714052
1 201 0.0611941
1 202 0.0543509
1 203 0.0712276
1 204 0.0688957
1 205 0.0410997
1 206 0.50991
1 207 0.0802436
1 208 0.0607928
1 209 0.0569327
1 210 0.054568
1 211 0.0459147
1 212 0.0292705
1 213 0.044028
1 214 0.0473663
1 215 0.0211073
2 27 0.0199213
2 28 0.189821
2 29 0.0433452
2 30 0.0621048
2 31 0.0631457
2 32 0.523176
2 33 0.0998745
2 34 0.066841
2 35 0.0419364
2 36 0.0738702
2 37 0.0341614
2 38 0.0579065
2 39 0.0384947
2 40 0.0580165
2 41 0.0510255
2 42 0.0249515
2 43 0.179786
2 44 0.0429827
2 45 0.0523113
2 46 0.0213487
2 47 0.0302723
2 48 0.12825
2 49 0.051952
2 50 0.084097
2 51 0.0269178
2 52 0.0100037
2 53 0.0217058
2 54 0.016655
2 55 0.764328
2 56 0.047917
2 57 0.0426201
2 58 0.0836866
2 59 0.0564639
2 60 0.0234479
2 61 0.0496035
2 62 0.121186
2 63 0.0667278
2 64 0.0488207
2 65 0.081374
2 66 0.0312304
2 67 0.134558
2 68 0.15832
2 69 0.0312228
2 70 0.0883204
2 71 0.0331423
2 72 0.035321
2 73 0.0236395
2 74 0.0391328
2 75 0.0621615
2 76 0.0333133
2 77 0.176413
2 78 0.0428934
2 79 0.0121464
2 80 0.0287175
2 81 0.0567252
2 82 0.770148
2 83 0.0522438
2 84 0.0696119
2 85 0.106139
2 86 0.0261502
2 87 0.0484331
2 88 0.0607297
2 89 0.0511071
2 90 0.0730013
2 91 0.0209622
2 92 0.0655084
2 93 0.0769764
2 94 0.155113
2 95 0.0910717
2 96 0.0654038
2 97 0.0363477
2 98 0.0230799
2 99 0.020064
2 100 0.0448423
2 101 0.0532923
2 102 0.0356226
2 103 0.0236395
2 104 0.0524561
2 105 0.0282472
2 106 0.0491996
2 107 0.0121464
2 108 0.0217178
2 109 0.294959
2 110 0.0579501
2 111 0.0631207
2 112 0.0515339
2 113 0.561406
2 114 0.0757929
2 115 0.0922128
2 116 0.0442413
2 117 0.0410044
2 118 0.1277
2 119 0.0914103
2 120 0.0631043
2 121 0.0366896
2 122 0.0368768
2 123 0.0403827
2 124 0.0463154
2 125 0.061604
2 126 0.107367
2 127 0.0608778
2 128 0.0431024
2 129 0.0435804
2 130 0.0346557
2 131 0.0415041
2 132 0.0479976
2 133 0.0129118
2 134 0.0121464
2 135 0.0185233
2 136 0.176249
2 137 0.124387
2 138 0.0859621
2 139 0.0622311
2 140 0.671175
2 141 0.0556691
2 142 0.0809581
2 143 0.0876824
2 144 0.0444416
2 145 0.109728
2 146 0.022198
2 147 0.0252182
2 148 0.0521992
2 149 0.235218
2 150 0.0771038
2 151 0.164197
2 152 0.0347646
2 153 0.0307122
2 154 0.0725549
2 155 0.0798845
2 156 0.0777233
2 157 0.0451395
2 158 0.0287567
2 159 0.0440192
2 160 0.0572271
2 161 0.0121464
2 162 0.0216492
2 163 0.169248
2 164 0.0607025
2 165 0.0355257
2 166 0.101529
2 167 0.601459
2 168 0.181095
2 169 0.0622355
2 170 0.0359448
2 171 0.0183894
2 172 0.0186137
2 173 0.0173529
2 174 0.0371839
2 175 0.0604455
2 176 0.0455424
2 177 0.059311
2 178 0.0871979
2 179 0.11566
2 180 0.0615332
2 181 0.0510374
2 182 0.0841885
2 183 0.0571868
2 184 0.0451646
2 185 0.0417262
2 186 0.0254131
2 187 0.0590889
2 188 0.0121464
2 189 0.0217178
2 190 0.169416
2 191 0.573095
2 192 0.0546141
2 193 0.0547513
2 194 0.0489394
2 195 0.060145
2 196 0.04176
2 197 0.0525879
2 198 0.0541698
2 199 0.0479225
2 200 0.0813304
2 201 0.0703784
2 202 0.0326676
2 203 0.0794795
2 204 0.0456328
2 205 0.0309495
2 206 0.15495
2 207 0.0686604
2 208 0.0804017
2 209 0.116581
2 210 0.0737907
2 211 0.0446844
2 212 0.00973583
2 213 0.0417992
2 214 0.025816
2 215 0.0183034
3 27 0.017218
3 28 0.0395385
3 29 0.0783987
3 30 0.485326
3 31 0.046839
3 32 0.0300401
3 33 0.0767948
3 34 0.0443129
3 35 0.0407113
3 36 0.12077
