89 8
0 34
1 24
2 14
3 5
4 5
5 3
6 2
7 2
0 34 0.104508
0 35 0.0204918
0 36 0.190574
0 37 0.0307377
0 38 0.0952869
0 39 0.0286885
0 40 0
0 41 0
0 42 0
0 43 0
0 44 0.0163934
0 45 0.0163934
0 46 0
0 47 0
0 48 0
0 49 0.0286885
0 50 0
0 51 0.184426
0 52 0.473361
0 53 0
0 54 0.143443
0 55 0.0358607
0 56 0.0122951
0 57 0.0532787
0 58 0.0307377
0 59 0
0 60 0
0 61 0.0471311
0 62 0.0163934
0 63 0.0368852
0 64 0.0307377
0 65 0.0204918
0 66 0
0 67 0.0358607
0 68 0
0 69 0
0 70 0.317623
0 71 0.0358607
0 72 0
0 73 0.0307377
0 74 0.119877
0 75 0.202869
0 76 0
0 77 0.318648
0 78 0.0122951
0 79 0.0163934
0 80 0.0983607
0 81 0
0 82 0.26332
0 83 0.207992
0 84 0.085041
0 85 0
0 86 0
0 87 0
0 88 0.143443
1 34 0.0775595
1 35 0.0579111
1 36 0.0651499
1 37 0.0579111
1 38 0.0361944
1 39 0.154085
1 40 0.0651499
1 41 0.016546
1 42 0.0041365
1 43 0.0041365
1 44 0
1 45 0
1 46 0.0041365
1 47 0.0217166
1 48 0.0217166
1 49 0.0548087
1 50 0.187177
1 51 0.0630817
1 52 0.0630817
1 53 0
1 54 0
1 55 0.0041365
1 56 0.168563
1 57 0.016546
1 58 0.0579111
1 59 0.0361944
1 60 0
1 61 0
1 62 0
1 63 0
1 64 0
1 65 0
1 66 0
1 67 0.187177
1 68 0.0217166
1 69 0.101344
1 70 0.0041365
1 71 0.11789
1 72 0
1 73 0
1 74 0.0889349
1 75 0.0041365
1 76 0
1 77 0.0527404
1 78 0.0941055
1 79 0.105481
1 80 0.0124095
1 81 0
1 82 0.0992761
1 83 0.0361944
1 84 0.0361944
1 85 0.0258532
1 86 0
1 87 0
1 88 0
2 34 0.0160321
2 35 0.0691383
2 36 0.227455
2 37 0.0350701
2 38 0.0701403
2 39 0
2 40 0
2 41 0
2 42 0.0180361
2 43 0.0460922
2 44 0
2 45 0
2 46 0.0160321
2 47 0
2 48 0.242485
2 49 0.0180361
2 50 0
2 51 0
2 52 0.0350701
2 53 0
2 54 0
2 55 0.387776
2 56 0.224449
2 57 0
2 58 0.261523
2 59 0.0350701
2 60 0
2 61 0.0180361
2 62 0
2 63 0.0300601
2 64 0.0300601
2 65 0.0300601
2 66 0.242485
2 67 0.0350701
2 68 0
2 69 0.224449
2 70 0.0350701
2 71 0.0350701
2 72 0
2 73 0.0180361
2 74 0.240481
2 75 0
2 76 0
2 77 0.0350701
2 78 0
2 79 0
2 80 0
2 81 0
2 82 0.0350701
2 83 0.0701403
2 84 0.0701403
2 85 0.258517
2 86 0
2 87 0
2 88 0.0801603
3 34 0
3 35 0.035
3 36 0.203
3 37 0.035
3 38 0.07
3 39 0
3 40 0
3 41 0
3 42 0
3 43 0
3 44 0
3 45 0
3 46 0
3 47 0.3
3 48 0.168
3 49 0
