128 8
0 34
1 29
2 17
3 11
4 11
5 10
6 9
7 7
0 34 0.104508
0 35 0.0204918
0 36 0.190574
0 37 0.0307377
0 38 0.0952869
0 39 0.0286885
0 40 0
0 41 0
0 42 0
0 43 0
0 44 0.0163934
0 45 0.0163934
0 46 0
0 47 0
0 48 0
0 49 0.0286885
0 50 0
0 51 0.184426
0 52 0.473361
0 53 0
0 54 0
0 55 0.143443
0 56 0.0358607
0 57 0.0122951
0 58 0.0532787
0 59 0
0 60 0
0 61 0
0 62 0
0 63 0.0307377
0 64 0
0 65 0
0 66 0.0471311
0 67 0.0163934
0 68 0.0368852
0 69 0.0307377
0 70 0.0204918
0 71 0
0 72 0.0358607
0 73 0
0 74 0
0 75 0.317623
0 76 0.0358607
0 77 0
0 78 0
0 79 0
0 80 0
0 81 0.0307377
0 82 0.119877
0 83 0.202869
0 84 0
0 85 0
0 86 0
0 87 0
0 88 0
0 89 0
0 90 0
0 91 0.318648
0 92 0.0122951
0 93 0.0163934
0 94 0.0983607
0 95 0
0 96 0
0 97 0
0 98 0
0 99 0
0 100 0
0 101 0
0 102 0.26332
0 103 0.207992
0 104 0.085041
0 105 0
0 106 0
0 107 0
0 108 0
0 109 0
0 110 0
0 111 0
0 112 0.0358607
0 113 0
0 114 0
0 115 0
0 116 0
0 117 0
0 118 0
0 119 0
0 120 0
0 121 0
0 122 0
0 123 0.143443
0 124 0
0 125 0
0 126 0
0 127 0
1 34 0.0775595
1 35 0.0579111
1 36 0.0651499
1 37 0.0579111
1 38 0.0361944
1 39 0.154085
1 40 0.0651499
1 41 0.016546
1 42 0.0041365
1 43 0.0041365
1 44 0
1 45 0
1 46 0.0041365
1 47 0.0217166
1 48 0.0217166
1 49 0.0548087
1 50 0.187177
1 51 0.0630817
1 52 0.0630817
1 53 0
1 54 0
1 55 0
1 56 0.0041365
1 57 0.168563
1 58 0.016546
1 59 0
1 60 0
1 61 0
1 62 0
1 63 0.0579111
1 64 0.0361944
1 65 0
1 66 0
1 67 0
1 68 0
1 69 0
1 70 0
1 71 0
1 72 0.187177
1 73 0.0217166
1 74 0.101344
1 75 0.0041365
1 76 0.11789
1 77 0
1 78 0
1 79 0
1 80 0
1 81 0
1 82 0.0889349
1 83 0.0041365
1 84 0
1 85 0
1 86 0
1 87 0
1 88 0
1 89 0
1 90 0
1 91 0.0527404
1 92 0.0941055
1 93 0.105481
1 94 0.0124095
1 95 0
1 96 0
1 97 0
1 98 0
1 99 0
1 100 0
1 101 0
1 102 0.0992761
1 103 0.0361944
1 104 0.0361944
1 105 0
1 106 0
1 107 0
1 108 0
1 109 0
1 110 0
1 111 0
1 112 0.0361944
1 113 0
1 114 0.0258532
1 115 0
1 116 0
1 117 0
1 118 0
1 119 0
1 120 0
1 121 0
1 122 0
1 123 0
1 124 0
1 125 0
1 126 0
1 127 0
2 34 0.0160321
2 35 0.0691383
2 36 0.227455
2 37 0.0350701
2 38 0.0701403
2 39 0
2 40 0
2 41 0
2 42 0.0180361
