96 8
0 12
1 12
2 12
3 12
4 12
5 12
6 12
7 12
0 12 0.964286
0 13 0.09375
0 14 0.00446429
0 15 0.0959821
0 16 0.00446429
0 17 0.00446429
0 18 0.00446429
0 19 0.00446429
0 20 0.00446429
0 21 0.00446429
0 22 0.00446429
0 23 0.0401786
0 24 0.339286
0 25 0.00446429
0 26 0.0401786
0 27 0.00446429
0 28 0.00446429
0 29 0.00446429
0 30 0.0714286
0 31 0.00446429
0 32 0.00446429
0 33 0.00446429
0 34 0.5625
0 35 0.0714286
0 36 0.339286
0 37 0.933036
0 38 0.00446429
0 39 0.00446429
0 40 0.104911
0 41 0.0401786
0 42 0.0714286
0 43 0.0714286
0 44 0.140625
0 45 0.0602679
0 46 0.00446429
0 47 0.0602679
0 48 0.964286
0 49 0.0401786
0 50 0.0602679
0 51 0.0401786
0 52 0.00446429
0 53 0.00446429
0 54 0.0714286
0 55 0.0736607
0 56 0.00446429
0 57 0.0959821
0 58 0.162946
0 59 0.107143
0 60 0.964286
0 61 0.00446429
0 62 0.162946
0 63 0.104911
0 64 0.00446429
0 65 0.09375
0 66 0.0401786
0 67 0.00446429
0 68 0.107143
0 69 0.107143
0 70 0.00446429
0 71 0.00446429
0 72 0.339286
0 73 0.107143
0 74 0.00446429
0 75 0.00446429
0 76 0.5625
0 77 0.0714286
0 78 0.0736607
0 79 0.00446429
0 80 0.0714286
0 81 0.00446429
0 82 0.0714286
0 83 0.00446429
0 84 0.339286
0 85 0.0714286
0 86 0.0379464
0 87 0.107143
0 88 0.0379464
0 89 0.107143
0 90 0.104911
0 91 0.0714286
0 92 0.00446429
0 93 0.00446429
0 94 0.00446429
0 95 0.5625
1 12 0.0362473
1 13 0.065032
1 14 0.033049
1 15 0.158849
1 16 0.033049
1 17 0.0415778
1 18 0.0117271
1 19 0.0117271
1 20 0.312367
1 21 0.646055
1 22 0.0117271
1 23 0.00426439
1 24 0.34435
1 25 0.033049
1 26 0.033049
1 27 0.333689
1 28 0.033049
1 29 0.0415778
1 30 0.0117271
1 31 0.0117271
1 32 0.0415778
1 33 0.0117271
1 34 0.107676
1 35 0.820896
1 36 0.34435
1 37 0.0575693
1 38 0.033049
1 39 0.033049
1 40 0.69936
1 41 0.216418
1 42 0.216418
1 43 0.107676
1 44 0.248401
1 45 0.0415778
1 46 0.0255864
1 47 0.00426439
1 48 0.0362473
1 49 0.23774
1 50 0.033049
1 51 0.0628998
1 52 0.033049
1 53 0.0117271
1 54 0.216418
1 55 0.16951
1 56 0.0117271
1 57 0.0117271
1 58 0.616205
1 59 0.00426439
1 60 0.0362473
1 61 0.033049
1 62 0.033049
1 63 0.795309
1 64 0.0117271
1 65 0.04371
1 66 0.216418
1 67 0.0415778
1 68 0.0117271
1 69 0.230277
1 70 0.00426439
1 71 0.00426439
1 72 0.34435
1 73 0.128998
1 74 0.033049
1 75 0.033049
1 76 0.0628998
1 77 0.872068
1 78 0.0735608
1 79 0.0117271
1 80 0.0117271
1 81 0.0117271
1 82 0.0415778
1 83 0.0117271
1 84 0.34435
1 85 0.23774
1 86 0.065032
1 87 0.033049
1 88 0.065032
