0.0463
67 6701
587 233 220
15
1 70 1  49 1  59 1 5
2 45 1  28 1  42 1 10
3 68 1  88 0  35 1 8
4 104 0  48 1  46 1 6
5 77 0  35 1  21 1 9
6 76 1  96 1  63 1 13
7 43 1  35 1  68 1 11
8 78 0  43 1  39 1 12
9 35 1  86 0  33 1 5
10 33 1  51 1  37 1 16
11 51 1  68 1  57 1 13
12 65 1  33 1  60 1 9
13 101 1  81 1  74 1 11
14 115 0  53 1  30 1 10
15 117 0  38 1  80 0 7
(296,162,101) ; (0,0,0)
(288,126,152) ; (299,0,0)
(307,70,125) ; (0,163,0)
(92,104,144) ; (495,129,0)
(86,105,101) ; (409,128,0)
(102,74,114) ; (307,159,0)
(111,33,102) ; (298,126,0)
(59,147,119) ; (0,0,101)
(117,160,119) ; (59,0,101)
(86,78,117) ; (409,155,101)
(77,21,35) ; (418,134,101)
(120,132,65) ; (176,0,101)
(115,30,53) ; (176,132,101)
(111,33,51) ; (298,126,102)
(101,74,81) ; (307,159,114)
(306,68,92) ; (0,163,125)
(77,21,35) ; (418,134,136)
(81,101,74) ; (506,132,144)
(76,96,63) ; (511,0,152)
(51,57,68) ; (460,0,152)
(115,30,53) ; (472,96,152)
(160,117,68) ; (300,0,152)
(51,37,66) ; (460,57,152)
(60,33,65) ; (349,126,153)
(51,33,37) ; (298,126,153)
(115,30,53) ; (176,132,154)
(115,90,53) ; (176,0,166)
(90,42,28) ; (176,90,166)
(28,42,45) ; (266,90,166)
(77,21,35) ; (418,134,171)
(77,35,21) ; (176,90,194)
(77,70,21) ; (331,163,195)
