0.0487
36 3601
587 233 220
15
1 118 0  39 1  72 1 11
2 117 0  79 0  35 1 6
3 68 0  44 1  25 1 5
4 55 1  47 1  55 1 7
5 58 1  71 1  38 1 10
6 71 1  88 1  53 1 12
7 55 0  44 0  20 1 12
8 119 0  65 1  35 1 9
9 116 0  41 1  52 1 8
10 31 1  40 1  31 1 10
11 54 1  64 1  56 1 3
12 107 0  69 1  48 1 12
13 43 1  35 1  77 0 11
14 68 1  53 1  69 1 10
15 100 0  87 0  36 1 11
(142,159,219) ; (0,0,0)
(107,232,220) ; (480,0,0)
(236,72,220) ; (0,161,0)
(200,87,180) ; (280,0,0)
(119,144,210) ; (361,89,0)
(138,107,96) ; (142,0,0)
(55,47,220) ; (142,114,0)
(69,107,164) ; (292,126,0)
(56,64,164) ; (236,169,0)
(55,44,220) ; (197,117,0)
(71,38,174) ; (290,87,0)
(38,58,213) ; (252,111,0)
(138,107,48) ; (142,0,96)
(58,71,76) ; (142,0,144)
(71,38,58) ; (200,0,144)
(77,35,43) ; (142,71,144)
(80,31,62) ; (200,38,144)
(58,38,71) ; (219,69,144)
(55,94,55) ; (306,138,164)
(47,55,55) ; (236,178,164)
(62,31,40) ; (299,87,174)
(118,72,39) ; (362,0,180)
(77,86,35) ; (285,0,180)
(40,31,31) ; (142,71,187)
