0.0486
82 8201
587 233 220
15
1 49 1  62 1  35 1 10
2 79 1  64 1  44 1 10
3 67 1  66 1  44 1 14
4 109 0  58 1  54 1 9
5 32 1  97 0  75 0 10
6 47 0  75 0  22 1 16
7 83 0  30 1  73 0 9
8 61 1  32 1  77 0 13
9 53 1  92 1  56 1 16
10 73 0  95 0  28 1 7
11 85 1  57 1  72 1 8
12 58 0  42 1  29 1 9
13 75 0  29 1  61 0 9
14 114 0  39 1  55 1 10
15 43 1  52 1  42 1 11
(368,56,215) ; (0,0,0)
(151,174,162) ; (0,59,0)
(289,79,220) ; (298,154,0)
(158,154,160) ; (429,0,0)
(67,176,132) ; (151,57,0)
(61,75,174) ; (368,0,0)
(72,171,170) ; (218,62,0)
(64,77,61) ; (365,75,0)
(73,95,168) ; (292,56,0)
(62,70,98) ; (367,75,61)
(67,132,88) ; (151,101,132)
(67,44,66) ; (151,57,132)
(62,70,49) ; (367,75,159)
(83,146,60) ; (504,0,160)
(73,83,60) ; (431,0,160)
(75,61,58) ; (429,83,160)
(72,170,57) ; (0,61,162)
(78,114,55) ; (72,117,162)
(42,58,58) ; (72,59,162)
(29,58,42) ; (114,59,162)
(73,95,28) ; (292,56,168)
(70,124,49) ; (218,109,170)
(52,43,42) ; (218,62,170)
(47,75,44) ; (382,0,174)
(47,75,22) ; (318,56,196)
