0.0456
50 5001
587 233 220
15
1 34 1  47 1  63 1 16
2 36 1  99 0  65 1 4
3 58 0  87 0  26 1 16
4 60 0  27 1  30 1 14
5 94 0  27 1  58 0 14
6 91 1  74 1  56 1 11
7 92 1  61 1  60 1 9
8 99 0  40 1  24 1 8
9 77 0  94 0  25 1 19
10 86 0  34 1  52 1 18
11 37 1  67 1  58 1 8
12 35 1  47 1  62 1 12
13 49 1  85 1  48 1 7
14 74 0  54 0  24 1 12
15 103 0  68 0  29 1 18
(136,63,218) ; (0,0,0)
(276,60,220) ; (311,0,0)
(282,77,216) ; (0,156,0)
(208,172,155) ; (379,61,0)
(148,91,168) ; (0,63,0)
(174,58,216) ; (136,0,0)
(58,94,214) ; (148,58,0)
(94,58,216) ; (285,175,0)
(98,96,85) ; (206,58,0)
(74,54,216) ; (305,121,0)
(74,58,158) ; (305,60,0)
(62,94,132) ; (206,58,85)
(35,94,124) ; (268,58,85)
(198,72,65) ; (385,160,155)
(168,99,40) ; (415,61,155)
(35,94,62) ; (380,61,155)
(60,54,60) ; (319,60,158)
(144,85,49) ; (0,63,168)
(154,94,25) ; (429,61,195)
