0.052
73 7301
587 233 220
15
1 68 1  60 1  37 1 6
2 98 0  75 0  26 1 4
3 80 0  36 1  50 1 10
4 75 1  91 1  54 1 8
5 91 1  59 1  79 1 7
6 104 0  43 1  71 1 5
7 87 0  89 0  24 1 4
8 41 1  33 1  75 0 6
9 93 0  63 1  32 1 8
10 79 0  95 0  37 1 7
11 109 1  89 1  72 1 10
12 49 1  86 1  56 1 7
13 104 0  91 0  44 1 8
14 90 0  29 1  40 1 10
15 115 0  52 1  66 1 4
(0,0,0) ; (60,37,68)
(60,0,0) ; (120,37,68)
(120,0,0) ; (180,37,68)
(180,0,0) ; (240,37,68)
(0,0,68) ; (80,36,118)
(80,0,68) ; (160,36,118)
(160,0,68) ; (240,36,118)
(0,0,118) ; (80,36,168)
(80,0,118) ; (160,36,168)
(160,0,118) ; (240,36,168)
(0,0,168) ; (80,36,218)
(80,0,168) ; (160,36,218)
(160,0,168) ; (240,36,218)
(0,142,0) ; (75,233,54)
(75,142,0) ; (184,231,72)
(184,142,0) ; (293,231,72)
(293,142,0) ; (402,231,72)
(402,142,0) ; (431,232,40)
(431,142,0) ; (460,232,40)
(460,142,0) ; (489,232,40)
(402,142,40) ; (431,232,80)
(431,142,40) ; (460,232,80)
(460,142,40) ; (489,232,80)
(0,142,54) ; (75,233,108)
(75,142,72) ; (184,231,144)
(184,142,72) ; (293,231,144)
(293,142,72) ; (402,231,144)
(402,142,80) ; (431,232,120)
(431,142,80) ; (460,232,120)
(460,142,80) ; (489,232,120)
(0,142,108) ; (75,233,162)
(402,142,120) ; (489,231,144)
(75,142,144) ; (184,231,216)
(184,142,144) ; (293,231,216)
(293,142,144) ; (402,231,216)
(402,142,144) ; (489,231,168)
(0,142,162) ; (75,233,216)
(402,142,168) ; (489,231,192)
(402,142,192) ; (489,231,216)
(302,0,0) ; (397,79,37)
(397,0,0) ; (492,79,37)
(492,0,0) ; (587,79,37)
(302,0,37) ; (361,79,128)
(361,0,37) ; (420,79,128)
(420,0,37) ; (479,79,128)
(479,0,37) ; (533,75,128)
(533,0,37) ; (587,75,128)
(302,0,128) ; (361,79,219)
(361,0,128) ; (420,79,219)
(420,0,128) ; (479,79,219)
(479,0,128) ; (533,75,219)
(533,0,128) ; (587,75,219)
(489,158,0) ; (587,233,26)
(489,158,26) ; (587,233,52)
(489,158,52) ; (587,233,78)
(489,158,78) ; (587,233,104)
(0,37,0) ; (91,141,44)
(91,37,0) ; (182,141,44)
(182,37,0) ; (297,89,66)
(182,89,0) ; (297,141,66)
(0,37,44) ; (91,141,88)
(91,37,44) ; (182,141,88)
(182,37,66) ; (297,89,132)
(182,89,66) ; (297,141,132)
(0,37,88) ; (91,141,132)
(91,37,88) ; (182,141,132)
(492,79,0) ; (587,158,37)
(492,79,37) ; (587,158,74)
(492,79,74) ; (587,158,111)
(492,79,111) ; (587,158,148)
(306,79,0) ; (399,142,32)
(399,79,0) ; (492,142,32)
(306,79,32) ; (399,142,64)
(399,79,32) ; (492,142,64)
(306,79,64) ; (399,142,96)
(399,79,64) ; (492,142,96)
(306,79,96) ; (399,142,128)
(399,79,96) ; (492,142,128)
(240,0,0) ; (300,37,68)
(240,0,68) ; (300,37,136)
(498,161,104) ; (587,233,213)
(413,79,128) ; (492,138,219)
(315,79,128) ; (364,135,214)
(364,79,128) ; (413,135,214)
(0,37,132) ; (71,141,175)
(71,37,132) ; (142,141,175)
(142,37,132) ; (198,86,218)
(142,86,132) ; (198,135,218)
(0,37,175) ; (71,141,218)
(71,37,175) ; (142,141,218)
(198,37,132) ; (289,141,176)
(198,37,176) ; (289,141,220)
(505,83,148) ; (546,158,181)
(546,83,148) ; (587,158,181)
(505,83,181) ; (546,158,214)
(546,83,181) ; (587,158,214)
