0.0586
92 9201
587 233 220
15
1 63 1  43 1  55 1 8
2 107 0  75 1  47 1 6
3 35 1  50 1  52 1 1
4 79 0  34 1  22 1 8
5 56 0  79 0  25 1 7
6 32 1  79 0  30 1 4
7 78 1  99 1  77 1 6
8 78 0  95 0  26 1 5
9 66 1  96 1  68 1 9
10 105 0  96 0  30 1 7
11 104 1  89 1  78 1 7
12 73 1  80 1  44 1 12
13 53 1  64 1  62 1 10
14 94 0  78 0  38 1 6
15 94 1  82 1  52 1 6
(0,0,0) ; (82,52,94)
(0,52,0) ; (82,104,94)
(0,0,94) ; (82,52,188)
(0,52,94) ; (82,104,188)
(0,0,188) ; (79,34,210)
(0,34,188) ; (79,68,210)
(0,68,188) ; (79,102,210)
(275,0,0) ; (379,89,78)
(379,0,0) ; (483,89,78)
(483,0,0) ; (587,89,78)
(275,0,78) ; (353,89,182)
(353,0,78) ; (431,89,182)
(431,0,78) ; (509,89,182)
(509,0,78) ; (587,89,182)
(0,134,0) ; (78,233,77)
(78,134,0) ; (156,233,77)
(156,134,0) ; (234,233,77)
(234,134,0) ; (339,230,30)
(234,134,30) ; (339,230,60)
(234,134,60) ; (339,230,90)
(0,134,77) ; (78,233,154)
(78,134,77) ; (156,233,154)
(156,134,77) ; (234,233,154)
(234,134,90) ; (339,230,120)
(234,134,120) ; (339,230,150)
(234,134,150) ; (339,230,180)
(0,134,154) ; (78,229,180)
(78,134,154) ; (156,229,180)
(156,134,154) ; (234,229,180)
(480,92,0) ; (587,139,75)
(480,139,0) ; (587,186,75)
(480,186,0) ; (587,233,75)
(480,92,75) ; (587,139,150)
(480,139,75) ; (587,186,150)
(480,186,75) ; (587,233,150)
(82,0,0) ; (178,66,68)
(178,0,0) ; (274,66,68)
(82,66,0) ; (178,132,68)
(178,66,0) ; (274,132,68)
(82,0,68) ; (178,66,136)
(178,0,68) ; (274,66,136)
(82,66,68) ; (178,132,136)
(178,66,68) ; (274,132,136)
(0,104,0) ; (79,134,32)
(0,104,32) ; (79,134,64)
(0,104,64) ; (79,134,96)
(0,104,96) ; (79,134,128)
(394,170,0) ; (437,233,55)
(437,170,0) ; (480,233,55)
(394,170,55) ; (437,233,110)
(437,170,55) ; (480,233,110)
(394,170,110) ; (437,233,165)
(437,170,110) ; (480,233,165)
(394,170,165) ; (437,233,220)
(437,170,165) ; (480,233,220)
(348,90,0) ; (392,170,73)
(392,90,0) ; (436,170,73)
(436,90,0) ; (480,170,73)
(348,90,73) ; (392,170,146)
(392,90,73) ; (436,170,146)
(436,90,73) ; (480,170,146)
(348,90,146) ; (392,170,219)
(392,90,146) ; (436,170,219)
(436,90,146) ; (480,170,219)
(341,171,0) ; (394,233,64)
(341,171,64) ; (394,233,128)
(341,171,128) ; (394,233,192)
(275,89,0) ; (348,133,80)
(275,89,80) ; (348,133,160)
(0,112,128) ; (79,134,162)
(82,0,136) ; (176,52,218)
(176,0,136) ; (270,52,218)
(82,52,136) ; (138,131,161)
(138,52,136) ; (194,131,161)
(194,52,136) ; (250,131,161)
(82,52,161) ; (138,131,186)
(138,52,161) ; (194,131,186)
(194,52,161) ; (250,131,186)
(250,52,136) ; (272,131,170)
(491,167,150) ; (587,233,218)
(481,103,150) ; (534,167,212)
(534,103,150) ; (587,167,212)
(298,89,160) ; (348,124,212)
(0,112,162) ; (79,134,196)
(250,52,170) ; (272,131,204)
(0,135,180) ; (78,229,218)
(78,135,180) ; (156,229,218)
(156,135,180) ; (234,229,218)
(234,135,180) ; (312,229,218)
(317,150,180) ; (339,229,214)
(399,0,182) ; (493,78,220)
(493,0,182) ; (587,78,220)
(304,0,182) ; (399,78,208)
(82,52,186) ; (177,130,212)
(177,52,186) ; (233,131,211)
