0.0468
79 7901
587 233 220
15
1 64 1  52 1  68 1 10
2 30 1  52 1  41 1 6
3 91 0  36 1  66 1 9
4 93 1  100 1  72 1 5
5 61 1  44 1  53 1 10
6 69 0  79 0  21 1 6
7 106 0  40 1  74 1 6
8 54 1  40 1  68 1 11
9 86 1  50 1  60 1 12
10 51 1  38 1  67 1 6
11 59 1  82 1  51 1 11
12 106 0  51 1  53 1 11
13 50 1  55 1  30 1 11
14 107 1  68 1  62 1 11
15 90 0  30 1  26 1 10
(321,68,220) ; (0,0,0)
(136,124,214) ; (0,109,0)
(318,51,214) ; (269,182,0)
(100,180,198) ; (487,0,0)
(108,40,216) ; (0,68,0)
(93,100,216) ; (394,0,0)
(132,53,213) ; (136,180,0)
(59,82,204) ; (428,100,0)
(212,40,148) ; (108,68,0)
(186,72,166) ; (136,108,0)
(72,91,168) ; (322,0,0)
(102,82,177) ; (326,100,0)
(54,40,68) ; (108,68,148)
(153,38,67) ; (162,68,148)
(134,38,51) ; (136,142,166)
(55,30,50) ; (136,112,166)
(82,30,52) ; (191,112,166)
(44,61,53) ; (274,119,166)
(30,90,52) ; (358,0,168)
(30,82,52) ; (328,0,168)
(69,79,42) ; (359,103,177)
(30,52,41) ; (329,130,177)
(79,138,21) ; (498,0,198)
