0.0524
69 6901
587 233 220
15
1 59 1  61 1  58 1 7
2 32 1  31 1  66 0 13
3 109 0  32 1  79 0 12
4 94 0  78 0  37 1 11
5 30 1  93 0  40 1 7
6 54 1  99 0  41 1 15
7 117 0  30 1  59 1 7
8 118 0  62 1  50 1 15
9 33 1  35 1  67 0 11
10 80 0  93 0  29 1 4
11 100 0  47 1  45 1 11
12 53 1  89 1  58 1 4
13 41 0  58 0  20 1 9
14 56 1  62 1  52 1 12
15 64 1  55 1  78 1 10
(0,0,0) ; (50,118,62)
(50,0,0) ; (100,118,62)
(100,0,0) ; (150,118,62)
(0,0,62) ; (50,118,124)
(50,0,62) ; (100,118,124)
(100,0,62) ; (150,118,124)
(0,0,124) ; (30,117,183)
(30,0,124) ; (60,117,183)
(60,0,124) ; (90,117,183)
(90,0,124) ; (120,117,183)
(120,0,124) ; (150,117,183)
(351,0,0) ; (469,50,62)
(469,0,0) ; (587,50,62)
(351,50,0) ; (469,100,62)
(469,50,0) ; (587,100,62)
(351,0,62) ; (469,50,124)
(469,0,62) ; (587,50,124)
(351,50,62) ; (469,100,124)
(469,50,62) ; (587,100,124)
(351,0,124) ; (398,100,169)
(398,0,124) ; (445,100,169)
(445,0,124) ; (492,100,169)
(492,0,124) ; (539,100,169)
(539,0,124) ; (586,100,169)
(351,0,169) ; (396,100,216)
(396,0,169) ; (441,100,216)
(441,0,169) ; (486,100,216)
(486,0,169) ; (531,100,216)
(531,0,169) ; (576,100,216)
(0,121,0) ; (62,177,52)
(62,121,0) ; (124,177,52)
(124,121,0) ; (186,177,52)
(0,177,0) ; (62,233,52)
(62,177,0) ; (124,233,52)
(124,177,0) ; (186,233,52)
(0,121,52) ; (62,177,104)
(62,121,52) ; (124,177,104)
(124,121,52) ; (186,177,104)
(0,177,52) ; (62,233,104)
(62,177,52) ; (124,233,104)
(124,177,52) ; (186,233,104)
(0,121,104) ; (61,180,162)
(61,121,104) ; (122,180,162)
(122,121,104) ; (183,180,162)
(0,180,104) ; (89,233,162)
(89,180,104) ; (178,233,162)
(0,121,162) ; (61,180,220)
(61,121,162) ; (122,180,220)
(122,121,162) ; (183,180,220)
(0,180,162) ; (89,233,220)
(89,180,162) ; (178,233,220)
(509,105,0) ; (587,169,55)
(509,169,0) ; (587,233,55)
(509,105,55) ; (587,169,110)
(509,169,55) ; (587,233,110)
(509,105,110) ; (587,169,165)
(509,169,110) ; (587,233,165)
(509,105,165) ; (587,169,220)
(509,169,165) ; (587,233,220)
(345,134,0) ; (386,233,54)
(386,134,0) ; (427,233,54)
(427,134,0) ; (468,233,54)
(468,134,0) ; (509,233,54)
(345,134,54) ; (386,233,108)
(386,134,54) ; (427,233,108)
(427,134,54) ; (468,233,108)
(468,134,54) ; (509,233,108)
(345,134,108) ; (386,233,162)
(386,134,108) ; (427,233,162)
(427,134,108) ; (468,233,162)
(468,134,108) ; (509,233,162)
(345,134,162) ; (425,227,191)
(425,134,162) ; (505,227,191)
(150,0,0) ; (229,109,32)
(229,0,0) ; (308,109,32)
(150,0,32) ; (229,109,64)
(229,0,32) ; (308,109,64)
(150,0,64) ; (229,109,96)
(229,0,64) ; (308,109,96)
(150,0,96) ; (229,109,128)
(229,0,96) ; (308,109,128)
(150,0,128) ; (229,109,160)
(229,0,128) ; (308,109,160)
(375,101,0) ; (442,134,35)
(442,101,0) ; (509,134,35)
(375,101,35) ; (442,134,70)
(442,101,35) ; (509,134,70)
(375,101,70) ; (442,134,105)
(442,101,70) ; (509,134,105)
(375,101,105) ; (442,134,140)
(442,101,105) ; (509,134,140)
(375,101,140) ; (442,134,175)
(442,101,140) ; (509,134,175)
(186,139,0) ; (264,233,37)
(264,139,0) ; (342,233,37)
(186,139,37) ; (264,233,74)
(264,139,37) ; (342,233,74)
(186,139,74) ; (264,233,111)
(264,139,74) ; (342,233,111)
(186,139,111) ; (264,233,148)
(264,139,111) ; (342,233,148)
(186,139,148) ; (264,233,185)
(264,139,148) ; (342,233,185)
(310,0,0) ; (351,99,54)
(310,0,54) ; (351,99,108)
(310,0,108) ; (351,99,162)
(310,0,162) ; (350,93,192)
(186,109,0) ; (303,139,59)
(186,109,59) ; (303,139,118)
(309,102,0) ; (375,134,31)
(309,102,31) ; (375,134,62)
(309,102,62) ; (375,134,93)
(309,102,93) ; (375,134,124)
(309,102,124) ; (375,134,155)
(309,102,155) ; (375,134,186)
(309,102,186) ; (375,134,217)
(186,109,118) ; (279,139,158)
(186,109,158) ; (279,139,198)
(150,0,160) ; (228,64,215)
(228,0,160) ; (306,64,215)
(150,64,160) ; (208,105,180)
(208,64,160) ; (301,104,190)
(150,64,180) ; (208,105,200)
(208,64,190) ; (301,104,220)
(150,64,200) ; (208,105,220)
(442,101,175) ; (509,134,210)
(376,102,175) ; (442,134,206)
(0,0,183) ; (109,79,215)
(0,79,183) ; (66,111,214)
(66,79,183) ; (132,111,214)
(109,0,183) ; (150,58,203)
(186,140,185) ; (226,233,215)
(226,140,185) ; (266,233,215)
(276,140,185) ; (342,171,217)
(276,171,185) ; (342,202,217)
(276,202,185) ; (342,233,217)
(345,134,191) ; (425,227,220)
(425,134,191) ; (505,227,220)
