0.0523
12 1201
587 233 220
15
1 30 1  65 0  67 0 8
2 39 1  61 1  53 1 3
3 89 0  40 1  50 1 5
4 88 0  78 0  25 1 11
5 61 0  25 1  68 0 9
6 90 1  81 1  56 1 7
7 66 1  84 1  78 1 6
8 36 1  90 0  32 1 4
9 73 1  88 1  76 1 9
10 110 0  78 1  55 1 5
11 47 1  90 1  51 1 5
12 116 1  89 1  74 1 6
13 90 1  74 1  63 1 9
14 67 0  29 1  49 1 8
15 56 1  90 1  50 1 8
(264,78,159) ; (0,0,0)
(224,90,220) ; (0,143,0)
(89,232,220) ; (498,0,0)
(67,65,210) ; (0,78,0)
(90,224,216) ; (408,0,0)
(90,64,220) ; (67,78,0)
(78,110,220) ; (330,0,0)
(94,51,220) ; (314,182,0)
(90,81,218) ; (224,152,0)
(74,63,90) ; (334,119,0)
(74,63,180) ; (157,78,0)
(66,78,168) ; (264,0,0)
(90,74,179) ; (231,78,0)
(68,61,125) ; (340,121,90)
(98,67,58) ; (0,0,159)
(53,78,61) ; (98,0,159)
(110,78,55) ; (151,0,159)
(61,68,50) ; (269,0,168)
(89,50,40) ; (231,78,179)
(53,61,39) ; (157,78,180)
