0.0505
40 4001
587 233 220
15
1 42 1  41 1  68 1 5
2 59 0  74 0  21 1 14
3 109 1  60 1  65 1 10
4 116 1  70 1  69 1 7
5 77 1  86 0  39 1 11
6 72 0  44 1  26 1 10
7 60 1  60 1  79 1 9
8 38 1  61 0  22 1 11
9 118 0  98 0  22 1 8
10 64 0  31 1  68 0 7
11 117 0  36 1  26 1 10
12 55 0  26 1  77 0 8
13 45 0  37 1  20 1 9
14 96 1  81 1  72 1 7
15 91 0  44 1  63 1 14
(414,70,116) ; (0,0,0)
(144,162,218) ; (0,71,0)
(300,65,218) ; (287,168,0)
(172,77,208) ; (415,0,0)
(132,91,189) ; (455,77,0)
(120,158,120) ; (144,75,0)
(63,91,220) ; (392,77,0)
(118,98,176) ; (274,70,0)
(22,61,114) ; (264,172,0)
(22,61,38) ; (264,172,114)
(192,68,62) ; (0,0,116)
(116,70,69) ; (298,0,116)
(84,68,82) ; (192,0,116)
(22,61,76) ; (276,0,116)
(81,72,96) ; (144,161,120)
(117,86,77) ; (144,75,120)
(38,61,66) ; (225,172,120)
(22,61,38) ; (264,172,152)
(118,74,42) ; (274,94,176)
(61,22,38) ; (331,70,176)
(45,20,37) ; (286,70,176)
(148,59,42) ; (0,0,178)
(42,68,41) ; (148,0,178)
(64,68,31) ; (350,0,185)
(45,37,20) ; (305,0,185)
(37,45,20) ; (225,188,186)
(77,55,26) ; (510,113,189)
(117,36,26) ; (470,77,189)
(45,37,20) ; (465,131,189)
(74,45,20) ; (144,116,197)
(90,37,20) ; (144,75,197)
(37,45,20) ; (218,116,197)
(74,59,21) ; (192,0,198)
