0.0453
66 6601
587 233 220
15
1 90 1  65 1  80 1 8
2 80 0  46 1  25 1 4
3 95 0  43 1  59 1 5
4 83 1  87 1  56 1 13
5 60 1  94 0  42 1 5
6 43 1  91 0  30 1 9
7 93 0  64 0  20 1 6
8 65 1  68 1  41 1 9
9 71 1  99 1  64 1 11
10 119 0  61 1  42 1 5
11 71 0  70 0  33 1 7
12 66 0  25 1  58 0 4
13 117 0  37 1  31 1 6
14 69 1  51 1  72 1 6
15 96 1  99 1  77 1 6
(0,0,0) ; (41,68,65)
(41,0,0) ; (105,71,99)
(105,0,0) ; (169,71,99)
(169,0,0) ; (233,71,99)
(233,0,0) ; (303,71,33)
(233,0,33) ; (303,71,66)
(0,0,65) ; (41,68,130)
(233,0,66) ; (303,71,99)
(41,0,99) ; (105,71,198)
(105,0,99) ; (169,71,198)
(169,0,99) ; (233,71,198)
(233,0,99) ; (303,71,132)
(0,0,130) ; (41,65,198)
(233,0,132) ; (303,71,165)
(233,0,165) ; (303,71,198)
(0,134,0) ; (96,233,77)
(96,134,0) ; (192,233,77)
(192,134,0) ; (288,233,77)
(0,134,77) ; (96,233,154)
(96,134,77) ; (192,233,154)
(192,134,77) ; (288,233,154)
(0,134,154) ; (71,233,218)
(71,134,154) ; (142,233,218)
(142,134,154) ; (213,233,218)
(213,134,154) ; (284,233,218)
(421,0,0) ; (504,56,87)
(504,0,0) ; (587,56,87)
(421,56,0) ; (504,112,87)
(504,56,0) ; (587,112,87)
(421,112,0) ; (504,168,87)
(504,112,0) ; (587,168,87)
(421,0,87) ; (504,56,174)
(504,0,87) ; (587,56,174)
(421,56,87) ; (504,112,174)
(504,56,87) ; (587,112,174)
(421,112,87) ; (504,168,174)
(504,112,87) ; (587,168,174)
(347,168,0) ; (427,233,90)
(427,168,0) ; (507,233,90)
(507,168,0) ; (587,233,90)
(347,168,90) ; (427,233,180)
(427,168,90) ; (507,233,180)
(507,168,90) ; (587,233,180)
(347,168,180) ; (464,199,217)
(464,168,180) ; (581,199,217)
(347,199,180) ; (464,230,217)
(464,199,180) ; (581,230,217)
(0,71,0) ; (94,131,42)
(94,71,0) ; (213,132,42)
(0,71,42) ; (94,131,84)
(94,71,42) ; (213,132,84)
(0,71,84) ; (94,131,126)
(94,71,84) ; (213,132,126)
(0,71,126) ; (94,131,168)
(94,71,126) ; (213,132,168)
(0,71,168) ; (94,131,210)
(94,71,168) ; (213,132,210)
(356,0,0) ; (421,41,68)
(356,41,0) ; (421,82,68)
(356,82,0) ; (421,123,68)
(356,123,0) ; (421,164,68)
(356,0,68) ; (421,80,158)
(356,80,68) ; (421,160,158)
(305,0,0) ; (356,69,72)
(305,69,0) ; (356,138,72)
(305,0,72) ; (356,69,144)
(305,69,72) ; (356,138,144)
(305,0,144) ; (356,69,216)
(305,69,144) ; (356,138,216)
(288,138,0) ; (347,233,43)
(288,138,43) ; (347,233,86)
(288,138,86) ; (347,233,129)
(288,138,129) ; (347,233,172)
(288,138,172) ; (347,233,215)
(213,71,0) ; (304,101,43)
(213,101,0) ; (304,131,43)
(213,71,43) ; (304,101,86)
(213,101,43) ; (304,131,86)
(213,71,86) ; (304,101,129)
(213,101,86) ; (304,131,129)
(213,71,129) ; (304,101,172)
(213,101,129) ; (304,131,172)
(356,0,158) ; (421,68,199)
(356,68,158) ; (421,136,199)
(213,71,172) ; (304,114,202)
(427,0,174) ; (507,25,220)
(507,0,174) ; (587,25,220)
(427,25,174) ; (507,50,220)
(507,25,174) ; (587,50,220)
(455,50,174) ; (521,108,199)
(521,50,174) ; (587,108,199)
(455,108,174) ; (521,166,199)
(521,108,174) ; (587,166,199)
(424,50,174) ; (455,167,211)
(0,0,198) ; (93,64,218)
(93,0,198) ; (186,64,218)
(186,0,198) ; (279,64,218)
(459,50,199) ; (523,143,219)
(523,50,199) ; (587,143,219)
(357,0,199) ; (421,93,219)
