0.056
31 3101
587 233 220
15
1 110 0  53 1  28 1 3
2 48 1  54 1  52 1 7
3 119 0  36 1  33 1 4
4 82 0  32 1  34 1 2
5 76 1  83 1  71 1 11
6 101 0  84 1  44 1 8
7 60 1  100 1  68 1 10
8 104 0  29 1  79 0 4
9 86 1  74 1  54 1 10
10 100 0  94 0  23 1 6
11 73 1  96 1  68 1 7
12 85 1  48 1  51 1 3
13 45 1  39 1  43 1 5
14 116 0  37 1  72 1 6
15 73 1  85 1  73 1 8
(378,86,74) ; (0,0,0)
(152,142,220) ; (0,91,0)
(300,100,136) ; (287,133,0)
(204,96,169) ; (383,0,0)
(232,37,144) ; (355,96,0)
(85,146,219) ; (152,87,0)
(48,51,170) ; (237,182,0)
(48,52,216) ; (237,130,0)
(101,44,84) ; (254,86,0)
(303,84,88) ; (0,0,74)
(73,85,146) ; (305,0,74)
(101,44,84) ; (254,86,84)
(228,71,83) ; (359,162,136)
(220,28,53) ; (367,134,136)
(68,96,73) ; (291,137,136)
(232,37,72) ; (355,96,144)
(208,79,58) ; (0,0,162)
(86,74,54) ; (208,0,162)
(90,43,39) ; (265,86,168)
(200,94,46) ; (383,0,169)
(45,39,43) ; (237,194,170)
