0.0626
80 8001
587 233 220
15
1 89 1  71 1  68 1 5
2 117 0  26 1  76 0 9
3 77 1  40 1  69 1 6
4 54 0  26 1  79 0 5
5 91 1  56 1  75 1 12
6 63 1  99 1  57 1 11
7 119 1  90 1  65 1 6
8 110 0  29 1  57 1 9
9 95 0  98 0  42 1 5
10 46 1  95 0  27 1 8
11 80 0  75 0  32 1 6
12 64 1  80 1  63 1 4
13 118 0  41 1  48 1 8
14 98 0  30 1  31 1 8
15 69 0  55 1  30 1 14
(360,65,119) ; (0,0,0)
(150,168,214) ; (0,65,0)
(219,99,217) ; (368,134,0)
(220,58,115) ; (367,0,0)
(117,76,130) ; (470,58,0)
(118,82,218) ; (150,151,0)
(80,75,64) ; (390,58,0)
(120,77,216) ; (150,65,0)
(98,95,210) ; (270,138,0)
(30,69,55) ; (360,58,0)
(89,71,136) ; (271,65,0)
(30,69,55) ; (360,58,55)
(80,64,63) ; (390,58,64)
(30,69,55) ; (360,58,110)
(69,55,90) ; (518,0,115)
(63,57,99) ; (455,0,115)
(79,54,104) ; (376,0,115)
(238,65,90) ; (0,0,119)
(57,63,99) ; (303,0,119)
(64,63,80) ; (238,0,119)
(80,64,63) ; (390,58,127)
(110,69,90) ; (477,58,130)
(89,71,68) ; (271,65,136)
(30,69,55) ; (360,58,165)
(69,55,30) ; (401,58,190)
