0.0471
59 5901
587 233 220
15
1 102 1  63 1  78 1 5
2 95 1  84 1  58 1 5
3 106 0  42 1  64 1 8
4 52 1  69 1  45 1 9
5 83 1  73 1  73 1 6
6 78 0  50 1  35 1 5
7 68 0  56 0  21 1 7
8 32 1  49 1  51 1 8
9 62 1  44 1  63 1 5
10 76 1  66 1  60 1 15
11 108 0  93 0  43 1 7
12 45 1  52 1  64 1 8
13 48 1  100 0  78 1 3
14 67 1  53 1  64 1 10
15 90 1  57 1  77 1 10
(58,168,190) ; (0,0,0)
(191,231,90) ; (396,0,0)
(212,64,218) ; (0,169,0)
(73,166,146) ; (58,0,0)
(204,108,220) ; (131,0,0)
(100,78,96) ; (296,155,0)
(60,152,219) ; (336,0,0)
(152,60,219) ; (131,109,0)
(76,60,219) ; (212,173,0)
(52,45,138) ; (284,110,0)
(88,62,126) ; (499,0,90)
(186,108,129) ; (401,120,90)
(84,58,95) ; (503,62,90)
(102,64,127) ; (397,0,90)
(106,42,128) ; (397,64,90)
(100,78,118) ; (296,155,96)
(52,45,69) ; (284,110,138)
(73,166,73) ; (58,0,146)
(78,50,35) ; (509,62,185)
(56,136,21) ; (0,0,190)
