0.0487
36 3601
587 233 220
15
1 118 0  39 1  72 1 11
2 117 0  79 0  35 1 6
3 68 0  44 1  25 1 5
4 55 1  47 1  55 1 7
5 58 1  71 1  38 1 10
6 71 1  88 1  53 1 12
7 55 0  44 0  20 1 12
8 119 0  65 1  35 1 9
9 116 0  41 1  52 1 8
10 31 1  40 1  31 1 10
11 54 1  64 1  56 1 3
12 107 0  69 1  48 1 12
13 43 1  35 1  77 0 11
14 68 1  53 1  69 1 10
15 100 0  87 0  36 1 11
(0,0,0) ; (71,53,88)
(71,0,0) ; (142,53,88)
(0,53,0) ; (71,106,88)
(71,53,0) ; (142,106,88)
(0,106,0) ; (71,159,88)
(71,106,0) ; (142,159,88)
(0,0,88) ; (71,53,176)
(71,0,88) ; (142,53,176)
(0,53,88) ; (71,106,176)
(71,53,88) ; (142,106,176)
(0,106,88) ; (71,159,176)
(71,106,88) ; (142,159,176)
(0,0,176) ; (35,77,219)
(35,0,176) ; (70,77,219)
(70,0,176) ; (105,77,219)
(105,0,176) ; (140,77,219)
(0,77,176) ; (35,154,219)
(35,77,176) ; (70,154,219)
(70,77,176) ; (105,154,219)
(105,77,176) ; (140,154,219)
(480,0,0) ; (587,48,69)
(480,48,0) ; (587,96,69)
(480,96,0) ; (533,164,69)
(533,96,0) ; (586,164,69)
(480,164,0) ; (533,232,69)
(533,164,0) ; (586,232,69)
(480,0,69) ; (587,48,138)
(480,48,69) ; (587,96,138)
(480,96,69) ; (533,164,138)
(533,96,69) ; (586,164,138)
(480,164,69) ; (533,232,138)
(533,164,69) ; (586,232,138)
(480,0,138) ; (532,116,179)
(532,0,138) ; (584,116,179)
(480,116,138) ; (532,232,179)
(532,116,138) ; (584,232,179)
(480,0,179) ; (532,116,220)
(532,0,179) ; (584,116,220)
(480,116,179) ; (532,232,220)
(532,116,179) ; (584,232,220)
(0,161,0) ; (118,233,39)
(118,161,0) ; (236,233,39)
(0,161,39) ; (118,233,78)
(118,161,39) ; (236,233,78)
(0,161,78) ; (118,233,117)
(118,161,78) ; (236,233,117)
(0,161,117) ; (118,233,156)
(118,161,117) ; (236,233,156)
(0,161,156) ; (118,233,195)
(118,161,156) ; (236,233,195)
(0,161,195) ; (44,229,220)
(44,161,195) ; (88,229,220)
(88,161,195) ; (132,229,220)
(132,161,195) ; (176,229,220)
(176,161,195) ; (220,229,220)
(280,0,0) ; (380,87,36)
(380,0,0) ; (480,87,36)
(280,0,36) ; (380,87,72)
(380,0,36) ; (480,87,72)
(280,0,72) ; (380,87,108)
(380,0,72) ; (480,87,108)
(280,0,108) ; (380,87,144)
(380,0,108) ; (480,87,144)
(280,0,144) ; (380,87,180)
(380,0,144) ; (480,87,180)
(361,89,0) ; (478,168,35)
(361,168,0) ; (480,233,35)
(361,89,35) ; (478,168,70)
(361,168,35) ; (480,233,70)
(361,89,70) ; (478,168,105)
(361,168,70) ; (480,233,105)
(361,89,105) ; (478,168,140)
(361,168,105) ; (480,233,140)
(361,89,140) ; (478,168,175)
(361,168,140) ; (480,233,175)
(361,89,175) ; (478,168,210)
(361,168,175) ; (480,233,210)
(142,0,0) ; (211,107,48)
(211,0,0) ; (280,107,48)
(142,0,48) ; (211,107,96)
(211,0,48) ; (280,107,96)
(142,114,0) ; (197,161,55)
(142,114,55) ; (197,161,110)
(142,114,110) ; (197,161,165)
(142,114,165) ; (197,161,220)
(292,126,0) ; (361,233,48)
(292,126,48) ; (361,233,96)
(292,126,96) ; (361,179,164)
(292,179,96) ; (361,232,164)
(236,169,0) ; (292,233,54)
(236,169,54) ; (292,233,108)
(236,169,108) ; (290,233,164)
(197,117,0) ; (252,161,20)
(197,117,20) ; (252,161,40)
(197,117,40) ; (252,161,60)
(197,117,60) ; (252,161,80)
(197,117,80) ; (252,161,100)
(197,117,100) ; (252,161,120)
(197,117,120) ; (252,161,140)
(197,117,140) ; (252,161,160)
(197,117,160) ; (252,161,180)
(197,117,180) ; (252,161,200)
(197,117,200) ; (252,161,220)
(290,87,0) ; (361,125,58)
(290,87,58) ; (361,125,116)
(290,87,116) ; (361,125,174)
(252,111,0) ; (290,169,71)
(252,111,71) ; (290,169,142)
(252,111,142) ; (290,169,213)
(142,0,96) ; (211,107,144)
(211,0,96) ; (280,107,144)
(142,0,144) ; (200,71,182)
(142,0,182) ; (200,71,220)
(200,0,144) ; (271,38,202)
(142,71,144) ; (219,106,187)
(200,38,144) ; (240,69,175)
(240,38,144) ; (280,69,175)
(200,38,175) ; (240,69,206)
(240,38,175) ; (280,69,206)
(219,69,144) ; (277,107,215)
(306,138,164) ; (361,185,219)
(306,185,164) ; (361,232,219)
(236,178,164) ; (283,233,219)
(299,87,174) ; (330,118,214)
(330,87,174) ; (361,118,214)
(362,0,180) ; (480,72,219)
(285,0,180) ; (362,43,215)
(285,43,180) ; (362,86,215)
(142,71,187) ; (182,102,218)
