0.0528
95 9501
587 233 220
15
1 86 1  45 1  45 1 7
2 73 0  72 0  35 1 10
3 42 1  92 0  25 1 8
4 48 1  82 1  55 1 10
5 51 1  74 1  51 1 12
6 91 0  55 1  40 1 11
7 35 1  75 0  56 1 9
8 95 0  72 1  38 1 9
9 85 1  73 1  62 1 10
10 118 0  48 1  38 1 14
11 55 0  62 0  25 1 9
12 81 1  99 1  58 1 10
13 52 0  25 1  74 0 10
14 32 1  57 1  79 0 11
15 108 0  38 1  44 1 6
(105,75,218) ; (0,0,0)
(187,82,220) ; (400,0,0)
(255,62,219) ; (0,171,0)
(331,76,213) ; (256,157,0)
(79,96,114) ; (0,75,0)
(204,74,153) ; (383,83,0)
(232,99,162) ; (105,0,0)
(95,72,152) ; (79,99,0)
(62,55,175) ; (338,0,0)
(73,72,140) ; (174,99,0)
(45,90,172) ; (338,55,0)
(91,55,120) ; (247,102,0)
(79,96,57) ; (0,75,114)
(82,55,96) ; (247,102,120)
(73,72,70) ; (174,99,140)
(95,72,38) ; (79,99,152)
(85,73,62) ; (502,84,153)
(118,48,38) ; (384,109,153)
(92,25,42) ; (410,83,153)
(162,99,58) ; (105,0,162)
(64,79,57) ; (273,0,162)
(75,92,42) ; (0,79,171)
(45,86,45) ; (338,55,172)
(62,55,25) ; (338,0,175)
(92,42,25) ; (79,129,190)
(92,42,25) ; (410,115,191)
