0.0489
83 8301
587 233 220
15
1 52 1  34 1  31 1 7
2 104 1  94 1  59 1 8
3 100 0  26 1  53 0 15
4 81 0  32 1  64 0 11
5 85 1  57 1  78 1 8
6 42 1  98 0  30 1 7
7 60 1  95 1  63 1 6
8 63 1  93 1  54 1 9
9 105 0  67 1  45 1 5
10 44 1  84 0  30 1 11
11 118 0  59 1  57 1 9
12 46 1  44 1  71 1 9
13 53 1  91 1  75 1 8
14 46 1  62 0  26 1 7
15 58 0  58 0  26 1 12
(120,63,216) ; (0,0,0)
(182,106,217) ; (405,0,0)
(472,59,218) ; (0,174,0)
(108,126,216) ; (479,107,0)
(313,58,156) ; (0,116,0)
(62,52,160) ; (0,63,0)
(84,60,220) ; (120,0,0)
(200,53,156) ; (62,63,0)
(162,64,160) ; (317,110,0)
(94,104,219) ; (311,0,0)
(60,63,216) ; (204,0,0)
(46,71,220) ; (264,0,0)
(46,44,142) ; (262,71,0)
(46,44,71) ; (262,71,142)
(93,52,34) ; (0,121,156)
(200,53,26) ; (62,63,156)
(93,54,63) ; (93,119,156)
(118,57,59) ; (186,116,156)
(62,52,46) ; (0,63,160)
(81,64,32) ; (398,110,160)
(58,58,26) ; (340,116,160)
(100,53,26) ; (62,63,182)
(98,42,30) ; (162,63,182)
(58,58,26) ; (340,116,186)
(84,44,30) ; (0,129,190)
(58,58,26) ; (421,116,192)
