0.0548
25 2501
587 233 220
15
1 37 1  43 1  34 1 9
2 31 1  98 0  27 1 11
3 49 0  83 0  22 1 10
4 116 0  32 1  66 0 9
5 91 0  100 0  32 1 9
6 82 1  45 1  69 1 8
7 102 1  77 1  54 1 10
8 91 0  50 1  42 1 4
9 37 1  87 0  24 1 11
10 42 1  68 1  70 1 10
11 32 1  77 0  76 0 6
12 79 1  75 1  72 1 4
13 44 1  62 1  56 1 9
14 110 1  73 1  77 1 8
15 119 0  94 0  28 1 12
(208,232,64) ; (0,0,0)
(146,154,220) ; (441,0,0)
(75,79,219) ; (512,154,0)
(204,77,216) ; (308,156,0)
(188,119,212) ; (253,0,0)
(100,91,182) ; (208,142,0)
(45,138,82) ; (208,0,0)
(87,37,216) ; (354,119,0)
(43,37,207) ; (311,119,0)
(102,54,154) ; (0,0,64)
(200,91,128) ; (0,140,64)
(140,84,113) ; (0,54,64)
(98,54,155) ; (102,0,64)
(68,84,140) ; (140,54,64)
(45,138,82) ; (208,0,82)
(44,124,56) ; (208,0,164)
(138,70,42) ; (0,54,177)
(87,82,37) ; (208,143,182)
(196,83,22) ; (0,140,192)
