0.0346
33 3301
587 233 220
15
1 104 1  88 1  72 1 6
2 92 1  62 1  56 1 8
3 60 1  65 1  71 1 8
4 95 1  87 1  48 1 8
5 41 1  58 1  63 1 7
6 107 0  46 1  28 1 10
7 92 0  32 1  28 1 11
8 38 1  83 0  22 1 7
9 56 0  57 0  23 1 10
10 70 0  44 1  26 1 7
11 57 1  39 1  42 1 10
12 88 1  89 1  64 1 13
13 74 1  86 1  62 1 8
14 82 0  58 0  23 1 12
15 58 1  34 1  48 1 11
(352,89,128) ; (0,0,0)
(208,144,218) ; (0,89,0)
(95,174,220) ; (492,0,0)
(170,57,218) ; (417,176,0)
(64,176,219) ; (428,0,0)
(74,86,124) ; (354,0,0)
(174,58,218) ; (243,175,0)
(34,144,174) ; (208,89,0)
(186,86,171) ; (242,89,0)
(34,58,96) ; (394,0,124)
(39,57,84) ; (355,0,124)
(70,26,88) ; (358,58,124)
(242,57,92) ; (0,0,128)
(92,32,84) ; (0,57,128)
(107,28,92) ; (92,57,128)
(64,88,89) ; (288,0,128)
(39,57,84) ; (242,0,128)
(83,22,76) ; (199,57,128)
(174,82,23) ; (242,89,171)
(28,107,46) ; (208,126,174)
(44,70,26) ; (372,101,194)
(116,82,23) ; (256,89,194)
