0.051
5 501
587 233 220
15
1 113 0  51 1  41 1 6
2 96 1  82 1  72 1 5
3 43 1  89 0  77 1 8
4 68 1  44 1  37 1 8
5 68 0  38 1  29 1 8
6 100 0  29 1  61 0 5
7 72 1  99 0  45 1 6
8 91 0  70 1  36 1 6
9 120 0  89 0  31 1 6
10 113 0  91 1  54 1 4
11 66 1  76 1  51 1 9
12 80 1  44 1  76 1 8
13 59 1  65 1  75 1 7
14 72 1  96 1  77 1 8
15 54 1  74 1  70 1 9
(400,72,218) ; (0,0,0)
(239,70,216) ; (0,163,0)
(233,76,220) ; (354,157,0)
(89,154,172) ; (498,0,0)
(113,91,216) ; (0,72,0)
(96,82,144) ; (402,0,0)
(130,75,177) ; (368,82,0)
(120,89,186) ; (113,74,0)
(113,82,153) ; (241,151,0)
(132,76,51) ; (236,72,0)
(99,72,167) ; (269,72,51)
(29,68,38) ; (236,72,51)
(29,68,38) ; (236,72,89)
(29,68,38) ; (236,72,127)
(96,77,72) ; (402,0,144)
(59,75,65) ; (295,158,153)
(51,76,66) ; (241,157,153)
(29,68,38) ; (236,72,165)
(88,68,37) ; (499,0,172)
(76,80,44) ; (511,68,172)
(88,68,37) ; (410,89,177)
(38,68,29) ; (372,89,177)
(114,68,29) ; (113,95,186)
