0.0494
28 2801
587 233 220
15
1 56 1  46 1  73 1 5
2 94 0  44 1  54 1 11
3 40 1  60 1  57 1 6
4 58 0  77 0  24 1 8
5 69 1  78 1  50 1 7
6 107 1  85 1  70 1 4
7 65 1  95 1  65 1 6
8 63 1  56 1  65 1 6
9 97 0  54 1  34 1 8
10 72 1  67 1  66 1 3
11 88 0  69 0  32 1 8
12 96 1  83 1  78 1 13
13 53 1  59 1  40 1 7
14 114 0  55 0  23 1 8
15 47 1  59 1  77 1 10
(302,65,195) ; (0,0,0)
(234,166,215) ; (0,67,0)
(68,164,216) ; (519,0,0)
(352,69,64) ; (235,164,0)
(170,70,214) ; (349,0,0)
(108,94,220) ; (411,70,0)
(47,59,154) ; (302,0,0)
(118,94,154) ; (293,70,0)
(59,53,160) ; (234,65,0)
(56,46,146) ; (234,118,0)
(150,69,156) ; (437,164,64)
(120,60,110) ; (317,173,64)
(78,69,50) ; (235,164,64)
(77,58,96) ; (235,175,114)
(56,46,73) ; (234,118,146)
(40,57,60) ; (309,0,154)
(73,92,56) ; (338,72,154)
(44,94,54) ; (294,70,154)
(57,40,60) ; (234,65,160)
(114,55,46) ; (323,177,174)
(231,58,24) ; (0,0,195)
