0.0473
44 4401
587 233 220
15
1 56 1  85 1  47 1 13
2 60 0  29 1  22 1 9
3 38 1  72 1  72 1 5
4 55 1  76 1  73 1 12
5 57 1  90 1  65 1 8
6 31 1  93 0  60 1 6
7 68 0  92 0  28 1 11
8 66 0  34 1  28 1 8
9 90 0  60 0  22 1 9
10 83 0  51 1  37 1 10
11 67 1  47 1  59 1 16
12 79 0  73 0  24 1 13
13 44 1  51 1  65 1 11
14 58 1  87 1  56 1 8
15 116 1  91 1  65 1 6
(195,182,220) ; (0,0,0)
(73,228,220) ; (514,0,0)
(195,51,132) ; (0,182,0)
(112,174,214) ; (402,0,0)
(235,59,219) ; (279,174,0)
(146,79,216) ; (256,0,0)
(60,90,219) ; (195,0,0)
(83,37,153) ; (195,196,0)
(66,102,100) ; (195,94,0)
(136,92,112) ; (266,82,0)
(62,93,120) ; (195,103,100)
(68,92,84) ; (334,82,112)
(65,90,57) ; (269,84,112)
(112,47,85) ; (0,186,132)
(83,51,37) ; (112,182,132)
(66,34,28) ; (195,199,153)
(60,44,29) ; (112,189,169)
(60,90,51) ; (274,84,169)
(66,34,28) ; (195,199,181)
(60,90,22) ; (342,84,196)
(60,29,22) ; (112,204,198)
