0.6138	0.3074	0.1887	1
0.9652	0.4829	0.4661	1
0.7896	0.3972	0.3136	1
0.5929	0.2989	0.1772	1
0.9239	0.463	0.4278	1
0.8211	0.413	0.3391	1
0.8532	0.4286	0.3657	1
0.6592	0.3306	0.2179	1
0.9233	0.4667	0.4309	1
0.7768	0.3889	0.3021	1
0.7655	0.3857	0.2953	1
0.9358	0.471	0.4408	1
0.9799	0.4907	0.4808	1
0.7095	0.3552	0.252	1
0.9198	0.462	0.4249	1
0.836	0.4185	0.3499	1
0.9233	0.463	0.4275	1
0.9467	0.4743	0.449	1
0.9612	0.4813	0.4626	1
0.9502	0.4754	0.4517	1
0.9634	0.5814	0.5599	7
0.9739	0.7483	0.7281	6
0.9527	0.6969	0.6639	3
0.9696	0.6528	0.6329	3
0.9611	0.4924	0.473	10
0.8077	0.5146	0.414	28
0.9749	0.6894	0.6716	4
0.9882	0.7018	0.6848	18
0.9492	0.6841	0.6478	11
0.9609	0.7037	0.6758	8
0.9453	0.6479	0.6106	8
0.944	0.5868	0.5423	41
0.9868	0.7838	0.7728	6
0.8935	0.9538	0.8462	20
0.9743	0.5437	0.5296	6
0.9778	0.9102	0.8848	9
0.9779	0.8456	0.8264	14
0.952	0.747	0.7109	3
0.9794	0.5523	0.5409	7
0.9656	0.8551	0.8187	14
0.9731	0.7148	0.6953	8
0.9777	0.7819	0.7635	8
0.9716	0.7006	0.6803	10
0.9835	0.5758	0.5657	15
0.9739	0.7586	0.7363	16
0.9819	0.7671	0.7531	5
0.9795	0.8446	0.8254	17
0.982	0.8944	0.8754	9
0.9748	0.6885	0.6704	9
0.9824	0.594	0.5825	17
0.9741	0.7753	0.7492	23
0.9719	0.7896	0.7642	13
0.9797	0.6938	0.6788	23
0.9712	0.732	0.7091	14
0.979	0.6756	0.6595	21
0.9815	0.9552	0.9241	9
0.9842	0.7469	0.7316	32
0.9631	0.8473	0.8124	18
0.9751	0.8169	0.7941	16
0.9724	0.6618	0.6422	14
0.9807	0.8042	0.784	15
0.9838	0.8879	0.8697	19
0.9811	0.6443	0.6278	16
0.9882	0.7453	0.7316	23
0.9774	0.662	0.646	15
0.9805	0.6255	0.6118	15
0.9831	0.8089	0.7944	14
0.9844	0.7735	0.7555	16
0.9769	0.603	0.5882	12
0.9825	0.703	0.6885	27
0.9804	0.7255	0.7109	11
0.9791	0.7021	0.6844	16
0.987	0.8399	0.8203	10
0.9803	0.6487	0.6339	15
0.9844	0.7959	0.7764	19
0.9862	0.7543	0.7398	15
0.9802	0.6973	0.6824	17
0.9788	0.7149	0.6957	15
0.9839	0.7228	0.7079	18
0.9812	0.6956	0.6795	17

0.9833	0.787	0.7719	18
0.9806	0.6643	0.6484	19
0.9846	0.7431	0.7285	12
0.9811	0.8568	0.8369	15
0.9822	0.6331	0.6193	14
0.9842	0.7129	0.6995	19
0.9807	0.6423	0.6283	13
0.9797	0.6276	0.6138	17
0.9789	0.7304	0.7117	14
0.9809	0.6705	0.6534	16
0.9856	0.6262	0.6149	14
0.9905	0.8017	0.7921	21
0.9772	0.7873	0.7641	18
0.9841	0.725	0.707	14
0.9849	0.6618	0.6481	19
0.984	0.6965	0.6827	16
0.9724	0.6361	0.6184	5
0.9836	0.6283	0.617	12
0.9761	0.7971	0.7752	10
0.9838	0.721	0.7058	24
0.9856	0.7237	0.7088	15
0.9766	0.7242	0.7036	15
0.9831	0.6908	0.6775	11
0.9814	0.754	0.7369	19
0.9847	0.6553	0.642	28
0.9828	0.713	0.6985	12
0.9769	0.8064	0.7859	14
0.978	0.7129	0.6936	27
