0.6138	0.3074	0.1887	1
0.9652	0.4829	0.4661	1
0.7896	0.3972	0.3136	1
0.5929	0.2989	0.1772	1
0.9239	0.463	0.4278	1
0.8211	0.413	0.3391	1
0.8532	0.4286	0.3657	1
0.6592	0.3306	0.2179	1
0.9233	0.4667	0.4309	1
0.7768	0.3889	0.3021	1
0.7655	0.3857	0.2953	1
0.9358	0.471	0.4408	1
0.9799	0.4907	0.4808	1
0.7095	0.3552	0.252	1
0.9198	0.462	0.4249	1
0.836	0.4185	0.3499	1
0.9233	0.463	0.4275	1
0.9467	0.4743	0.449	1
0.9612	0.4813	0.4626	1
0.9502	0.4754	0.4517	1
0.9634	0.5808	0.5594	10
0.9704	0.746	0.7237	5
0.9545	0.6969	0.6652	5
0.9698	0.6528	0.633	3
0.9653	0.4924	0.475	11
0.8077	0.5146	0.414	28
0.9717	0.6894	0.6694	12
0.9872	0.7018	0.6798	14
0.9466	0.6795	0.6409	15
0.9609	0.7031	0.6751	6
0.9427	0.6479	0.6092	10
0.944	0.5868	0.5423	41
0.9834	0.7853	0.7711	16
0.8935	0.9538	0.8462	20
0.9744	0.5426	0.5285	7
0.9778	0.9102	0.8848	10
0.9813	0.8456	0.8288	11
0.952	0.747	0.7109	3
0.9793	0.552	0.5406	3
0.9656	0.8566	0.8169	12
0.9723	0.7148	0.6948	6
0.9727	0.7819	0.7604	7
0.9692	0.7077	0.6857	6
0.9806	0.5783	0.5667	19
0.9709	0.7544	0.7279	22
0.9786	0.7624	0.7457	8
0.9809	0.8415	0.822	18
0.9802	0.8897	0.8698	13
0.975	0.6953	0.6758	12
0.9824	0.594	0.5822	17
0.9662	0.7498	0.7216	12
0.9676	0.7925	0.7631	14
0.9706	0.6764	0.6562	15
0.9667	0.7265	0.7006	11
0.9795	0.6516	0.6357	16
0.9713	0.6686	0.6446	8
0.9825	0.7448	0.7292	25
0.9669	0.8416	0.8096	18
0.9778	0.8169	0.7954	15
0.9747	0.6618	0.6423	16
0.9777	0.7846	0.7604	13
0.9764	0.8675	0.8438	13
0.9737	0.681	0.6618	9
0.9863	0.7654	0.7503	19
0.9807	0.6441	0.6293	18
0.9755	0.6064	0.5893	12
0.9822	0.8068	0.7916	17
0.9804	0.7979	0.7768	17
0.9816	0.6232	0.61	15
0.9752	0.7055	0.6875	12
0.9794	0.7077	0.6914	16
0.9772	0.7238	0.7045	10
0.9852	0.6228	0.6104	15
0.9795	0.6548	0.6399	10
0.9799	0.7488	0.7279	15
0.9817	0.6412	0.6264	17
0.9779	0.6766	0.6601	23
0.9715	0.7254	0.7039	13
0.9837	0.6826	0.6676	22
0.9808	0.7163	0.6984	21

0.9808	0.7869	0.7696	15
0.979	0.6884	0.6711	10
0.9851	0.6789	0.6677	11
0.9781	0.8913	0.8661	19
0.9763	0.6721	0.6534	18
0.9866	0.7245	0.7136	15
0.9793	0.5923	0.5796	14
0.9781	0.6137	0.5995	17
0.9735	0.7378	0.7164	13
0.9808	0.6625	0.6448	15
0.983	0.6823	0.6668	17
0.989	0.7725	0.7615	17
0.9748	0.8001	0.7751	10
0.9856	0.7052	0.6884	27
0.9831	0.7115	0.6989	10
0.9807	0.7001	0.6834	17
0.9697	0.6412	0.6216	7
0.9758	0.6985	0.6802	10
0.9732	0.8084	0.7854	13
0.9853	0.7425	0.7274	28
0.9826	0.7947	0.7772	16
0.98	0.6726	0.6569	19
0.982	0.7057	0.6916	15
0.9808	0.6938	0.676	24
0.9797	0.6587	0.6415	24
0.982	0.702	0.6864	16
0.9717	0.7985	0.7708	12
0.978	0.6493	0.6331	20
