0.6138	0.3074	0.1887	1
0.9652	0.4829	0.4661	1
0.7896	0.3972	0.3136	1
0.5929	0.2989	0.1772	1
0.9239	0.463	0.4278	1
0.8211	0.413	0.3391	1
0.8532	0.4286	0.3657	1
0.6592	0.3306	0.2179	1
0.9233	0.4667	0.4309	1
0.7768	0.3889	0.3021	1
0.7655	0.3857	0.2953	1
0.9358	0.471	0.4408	1
0.9799	0.4907	0.4808	1
0.7095	0.3552	0.252	1
0.9198	0.462	0.4249	1
0.836	0.4185	0.3499	1
0.9233	0.463	0.4275	1
0.9467	0.4743	0.449	1
0.9612	0.4813	0.4626	1
0.9502	0.4754	0.4517	1
0.9627	0.5784	0.5564	11
0.9706	0.7483	0.7261	6
0.9553	0.6969	0.6655	3
0.9667	0.6528	0.6311	1
0.9611	0.4924	0.473	10
0.8077	0.5146	0.414	28
0.9751	0.6879	0.6705	8
0.9882	0.7185	0.7008	19
0.9492	0.6879	0.6522	6
0.9634	0.6997	0.6736	10
0.9387	0.6441	0.6025	13
0.944	0.5868	0.5423	42
0.982	0.7838	0.7695	12
0.8935	0.9538	0.8462	20
0.974	0.5472	0.5328	6
0.9778	0.9102	0.8848	13
0.9766	0.8456	0.8256	10
0.952	0.747	0.7109	3
0.9793	0.552	0.5406	2
0.9656	0.8551	0.8199	15
0.9731	0.7148	0.6953	7
0.9777	0.7891	0.7706	10
0.9716	0.7065	0.6862	7
0.9839	0.583	0.5736	1
0.9767	0.744	0.722	30
0.9823	0.7652	0.7507	5
0.9821	0.8446	0.8277	15
0.9804	0.8897	0.8705	11
0.971	0.6881	0.6676	7
0.9828	0.594	0.5829	24
0.9741	0.7687	0.7437	15
0.9719	0.7989	0.7737	8
0.9791	0.6947	0.6795	29
0.9731	0.7402	0.7182	17
0.9786	0.6871	0.6704	18
0.9829	0.9578	0.9312	19
0.9823	0.7469	0.7309	28
0.9637	0.8473	0.8127	19
0.9762	0.816	0.7941	16
0.9762	0.6648	0.6454	17
0.9821	0.8042	0.7836	17
0.9856	0.8879	0.8704	30
0.9811	0.6437	0.627	20
0.9891	0.7528	0.7396	19
0.9755	0.662	0.6451	15
0.9842	0.6268	0.6156	20
0.9831	0.8109	0.7965	14
0.9825	0.7895	0.7691	16
0.9809	0.6062	0.5926	20
0.9833	0.703	0.6885	23
0.9747	0.711	0.6925	9
0.9791	0.6941	0.6773	7
0.986	0.83	0.8124	13
0.9803	0.6495	0.6353	24
0.9844	0.7706	0.7522	27
0.9809	0.7543	0.737	10
0.9776	0.6989	0.6815	24
0.9705	0.7099	0.6848	16
0.9819	0.7228	0.7064	18
0.9814	0.6956	0.6797	20

0.9829	0.7903	0.7737	21
0.981	0.6642	0.6489	14
0.9845	0.7574	0.7423	18
0.9792	0.8221	0.8031	15
0.9785	0.6336	0.6179	20
0.9842	0.709	0.6957	20
0.9788	0.6493	0.6343	11
0.9802	0.6085	0.5961	8
0.9875	0.7332	0.7202	16
0.9769	0.6748	0.6562	19
0.9856	0.6742	0.6606	17
0.9904	0.8017	0.7906	22
0.9764	0.76	0.7388	16
0.983	0.7054	0.6884	21
0.9844	0.6464	0.6324	13
0.9821	0.7009	0.6856	19
0.9733	0.6381	0.6209	7
0.9862	0.7066	0.6936	10
0.9816	0.7613	0.7445	18
0.9838	0.7106	0.6963	21
0.9849	0.7237	0.709	19
0.9816	0.7242	0.7067	26
0.9833	0.715	0.7008	13
0.9821	0.7483	0.731	18
0.984	0.6667	0.6526	19
0.9834	0.713	0.6991	11
0.9804	0.7737	0.7575	8
0.9779	0.7281	0.71	12
0.9826	0.6934	0.6804	10
