0.6138	0.3074	0.1887	1
0.9652	0.4829	0.4661	1
0.7896	0.3972	0.3136	1
0.5929	0.2989	0.1772	1
0.9239	0.463	0.4278	1
0.8211	0.413	0.3391	1
0.8532	0.4286	0.3657	1
0.6592	0.3306	0.2179	1
0.9233	0.4667	0.4309	1
0.7768	0.3889	0.3021	1
0.7655	0.3857	0.2953	1
0.9358	0.471	0.4408	1
0.9799	0.4907	0.4808	1
0.7095	0.3552	0.252	1
0.9198	0.462	0.4249	1
0.836	0.4185	0.3499	1
0.9233	0.463	0.4275	1
0.9467	0.4743	0.449	1
0.9612	0.4813	0.4626	1
0.9502	0.4754	0.4517	1
0.9634	0.5784	0.557	17
0.9704	0.7442	0.7219	7
0.9541	0.6969	0.6648	5
0.9698	0.6528	0.633	2
0.9608	0.4924	0.4729	9
0.8077	0.5146	0.414	28
0.9749	0.6894	0.6718	7
0.9882	0.7018	0.6829	13
0.9469	0.6841	0.6457	18
0.9609	0.7031	0.6751	6
0.9407	0.6479	0.6079	7
0.944	0.5868	0.5423	41
0.986	0.7853	0.7735	11
0.8935	0.9538	0.8462	20
0.9744	0.5454	0.5313	8
0.9778	0.9102	0.8858	6
0.9813	0.8456	0.8288	13
0.952	0.747	0.7109	3
0.9816	0.5534	0.5432	1
0.9682	0.8685	0.8331	12
0.9723	0.7148	0.6948	6
0.9753	0.7819	0.7621	12
0.9724	0.705	0.6853	10
0.9837	0.575	0.5651	13
0.9758	0.7533	0.7298	26
0.9823	0.7671	0.7533	7
0.9784	0.8377	0.8169	15
0.9822	0.8944	0.8762	12
0.975	0.6938	0.675	9
0.9828	0.594	0.5829	20
0.9668	0.7562	0.727	25
0.9719	0.7925	0.7665	22
0.9778	0.6811	0.6655	21
0.9708	0.7294	0.7062	17
0.9796	0.6496	0.6349	20
0.9829	0.7515	0.7334	9
0.9842	0.7469	0.7317	31
0.9638	0.8303	0.7973	20
0.9755	0.8235	0.8017	14
0.9708	0.6679	0.6473	11
0.9807	0.8	0.7776	20
0.9809	0.8755	0.8552	12
0.9821	0.6615	0.6445	20
0.9868	0.7454	0.7314	14
0.9769	0.635	0.619	18
0.9827	0.628	0.6153	13
0.9866	0.8133	0.8005	20
0.98	0.7735	0.7528	18
0.9805	0.6055	0.5913	23
0.9801	0.6955	0.6812	14
0.9757	0.7077	0.6894	19
0.9765	0.737	0.718	7
0.9852	0.6683	0.6553	14
0.9803	0.6498	0.635	20
0.9803	0.7583	0.7382	13
0.9809	0.6952	0.6772	15
0.9793	0.6766	0.6612	27
0.9715	0.7275	0.7051	8
0.9839	0.7031	0.6893	13
0.9812	0.6956	0.6795	18

0.9791	0.7911	0.7706	20
0.9807	0.6814	0.6643	15
0.9854	0.6779	0.6653	14
0.9827	0.885	0.8643	27
0.9794	0.6656	0.6489	13
0.9858	0.7202	0.7094	9
0.9807	0.6075	0.5947	12
0.9772	0.619	0.6047	9
0.9791	0.756	0.7384	12
0.9822	0.6666	0.6523	13
0.9846	0.6399	0.6272	15
0.988	0.7765	0.765	13
0.979	0.7898	0.7687	18
0.983	0.725	0.7068	21
0.9844	0.69	0.6751	16
0.9845	0.7035	0.6899	13
0.9723	0.6379	0.6199	11
0.9855	0.6544	0.6423	17
0.9768	0.8031	0.7822	14
0.9836	0.7432	0.7276	21
0.9841	0.748	0.7326	14
0.9745	0.6928	0.6723	19
0.98	0.7146	0.698	14
0.9789	0.7317	0.7158	11
0.981	0.6566	0.6421	21
0.9828	0.7049	0.6905	16
0.9771	0.7967	0.7772	6
0.9785	0.7195	0.6991	39
0.9828	0.6724	0.6589	10
