0.045
77 7701
587 233 220
12
1 97 0  81 1  48 1 14
2 42 1  31 1  74 0 15
3 87 0  29 1  38 1 14
4 77 0  71 0  34 1 13
5 90 1  57 1  78 1 9
6 99 0  43 1  78 1 10
7 54 1  77 1  62 1 10
8 44 1  87 1  65 1 12
9 50 0  89 0  25 1 13
10 43 1  57 1  44 1 12
11 105 0  89 0  26 1 7
12 54 1  48 1  68 1 13
(115,89,219) ; (0,0,0)
(228,78,214) ; (359,0,0)
(388,144,81) ; (0,89,0)
(162,77,220) ; (425,156,0)
(198,78,215) ; (389,78,0)
(193,89,188) ; (115,0,0)
(31,74,210) ; (394,159,0)
(50,89,150) ; (309,0,0)
(185,144,136) ; (0,89,81)
(97,96,81) ; (185,137,81)
(44,144,130) ; (344,89,81)
(62,77,96) ; (282,156,81)
(54,48,68) ; (185,89,81)
(44,65,87) ; (300,91,81)
(57,44,86) ; (239,89,81)
(43,44,57) ; (185,89,149)
(44,87,65) ; (315,0,150)
(90,78,57) ; (185,155,162)
(57,44,43) ; (239,89,167)
(44,57,43) ; (300,99,168)
(62,74,42) ; (282,156,177)
(148,84,31) ; (115,0,188)
(42,74,31) ; (263,0,188)
