0.0619
96 9601
587 233 220
12
1 66 0  31 1  59 1 8
2 57 1  90 1  54 1 14
3 100 0  48 1  50 1 4
4 120 0  94 0  41 1 8
5 88 1  51 1  61 1 3
6 110 0  60 1  33 1 11
7 57 1  54 1  53 1 9
8 84 0  100 0  37 1 10
9 93 1  51 1  51 1 6
10 106 1  71 1  63 1 12
11 32 1  68 0  56 1 14
12 88 0  90 0  35 1 13
(0,0,0) ; (63,106,71)
(63,0,0) ; (126,106,71)
(126,0,0) ; (189,106,71)
(189,0,0) ; (252,106,71)
(0,0,71) ; (63,106,142)
(63,0,71) ; (126,106,142)
(126,0,71) ; (189,106,142)
(189,0,71) ; (252,106,142)
(0,0,142) ; (84,100,179)
(84,0,142) ; (168,100,179)
(168,0,142) ; (252,100,179)
(0,0,179) ; (84,100,216)
(84,0,179) ; (168,100,216)
(168,0,179) ; (252,100,216)
(411,0,0) ; (499,90,35)
(499,0,0) ; (587,90,35)
(411,90,0) ; (499,180,35)
(499,90,0) ; (587,180,35)
(411,0,35) ; (499,90,70)
(499,0,35) ; (587,90,70)
(411,90,35) ; (499,180,70)
(499,90,35) ; (587,180,70)
(411,0,70) ; (499,90,105)
(499,0,70) ; (587,90,105)
(411,90,70) ; (499,180,105)
(499,90,70) ; (587,180,105)
(411,0,105) ; (468,90,159)
(468,0,105) ; (525,90,159)
(525,0,105) ; (582,90,159)
(411,90,105) ; (468,180,159)
(468,90,105) ; (525,180,159)
(525,90,105) ; (582,180,159)
(411,0,159) ; (468,90,213)
(468,0,159) ; (525,90,213)
(525,0,159) ; (582,90,213)
(411,90,159) ; (468,180,213)
(468,90,159) ; (525,180,213)
(525,90,159) ; (582,180,213)
(0,107,0) ; (106,170,71)
(106,107,0) ; (212,170,71)
(0,170,0) ; (106,233,71)
(106,170,0) ; (212,233,71)
(401,182,0) ; (494,233,51)
(494,182,0) ; (587,233,51)
(401,182,51) ; (494,233,102)
(494,182,51) ; (587,233,102)
(401,182,102) ; (494,233,153)
(494,182,102) ; (587,233,153)
(401,182,153) ; (489,233,214)
(489,182,153) ; (577,233,214)
(312,0,0) ; (345,110,60)
(345,0,0) ; (378,110,60)
(378,0,0) ; (411,110,60)
(312,0,60) ; (345,110,120)
(345,0,60) ; (378,110,120)
(378,0,60) ; (411,110,120)
(213,113,0) ; (307,233,41)
(307,113,0) ; (401,233,41)
(213,113,41) ; (307,233,82)
(307,113,41) ; (401,233,82)
(213,113,82) ; (307,233,123)
(307,113,82) ; (401,233,123)
(252,0,0) ; (312,110,33)
(252,0,33) ; (312,110,66)
(252,0,66) ; (312,110,99)
(252,0,99) ; (312,110,132)
(252,0,132) ; (312,110,165)
(252,0,165) ; (309,54,218)
(252,54,165) ; (309,108,218)
(0,176,71) ; (90,233,125)
(90,176,71) ; (143,233,125)
(0,176,125) ; (90,233,179)
(90,176,125) ; (143,233,179)
(0,176,179) ; (68,232,211)
(68,176,179) ; (136,232,211)
(0,108,71) ; (56,176,103)
(56,108,71) ; (112,176,103)
(0,108,103) ; (56,176,135)
(56,108,103) ; (112,176,135)
(0,108,135) ; (56,176,167)
(56,108,135) ; (112,176,167)
(143,171,71) ; (209,202,130)
(143,202,71) ; (209,233,130)
(143,171,130) ; (209,202,189)
(143,202,130) ; (209,233,189)
(143,171,189) ; (209,230,220)
(112,110,71) ; (143,176,130)
(143,107,71) ; (211,139,127)
(143,139,71) ; (211,171,127)
(143,107,127) ; (211,139,183)
(143,139,127) ; (211,171,183)
(315,0,120) ; (363,100,170)
(363,0,120) ; (411,100,170)
(315,0,170) ; (363,100,220)
(363,0,170) ; (411,100,220)
(213,113,123) ; (307,233,164)
(307,113,123) ; (401,233,164)
(112,110,130) ; (143,176,189)
(295,119,164) ; (348,176,218)
(348,119,164) ; (401,176,218)
(295,176,164) ; (348,233,218)
(348,176,164) ; (401,233,218)
(213,169,164) ; (281,201,220)
(213,201,164) ; (281,233,220)
(213,116,164) ; (270,169,218)
(0,115,167) ; (88,176,218)
(143,112,183) ; (209,171,214)
