0.048
57 5701
587 233 220
12
1 94 1  51 1  77 1 10
2 56 0  90 0  22 1 8
3 96 1  70 1  53 1 13
4 100 1  60 1  80 1 12
5 110 0  48 1  61 1 9
6 63 1  64 1  72 1 15
7 79 0  39 1  76 1 11
8 110 0  40 1  35 1 6
9 55 1  87 1  44 1 6
10 101 0  26 1  34 1 9
11 36 1  97 0  28 1 8
12 118 0  89 1  48 1 3
(110,144,183) ; (0,0,0)
(210,106,218) ; (377,0,0)
(144,126,128) ; (443,107,0)
(44,87,220) ; (0,146,0)
(300,80,220) ; (44,153,0)
(94,153,154) ; (110,0,0)
(64,126,216) ; (379,107,0)
(79,152,156) ; (204,0,0)
(35,110,186) ; (344,123,0)
(94,102,154) ; (283,0,0)
(55,44,174) ; (289,109,0)
(144,118,89) ; (443,115,128)
(56,90,66) ; (110,0,154)
(36,97,56) ; (166,0,154)
(90,56,66) ; (110,97,154)
(80,100,60) ; (297,0,154)
(79,152,39) ; (204,0,156)
(84,97,36) ; (0,0,183)
(26,101,34) ; (84,0,183)
(110,40,35) ; (0,104,183)
(26,101,34) ; (352,123,186)
(56,90,22) ; (204,0,195)
