0.045
77 7701
587 233 220
12
1 97 0  81 1  48 1 14
2 42 1  31 1  74 0 15
3 87 0  29 1  38 1 14
4 77 0  71 0  34 1 13
5 90 1  57 1  78 1 9
6 99 0  43 1  78 1 10
7 54 1  77 1  62 1 10
8 44 1  87 1  65 1 12
9 50 0  89 0  25 1 13
10 43 1  57 1  44 1 12
11 105 0  89 0  26 1 7
12 54 1  48 1  68 1 13
(0,0,0) ; (50,89,25)
(50,0,0) ; (115,44,87)
(50,44,0) ; (115,88,87)
(0,0,25) ; (50,89,50)
(0,0,50) ; (50,89,75)
(0,0,75) ; (50,89,100)
(50,0,87) ; (115,87,131)
(0,0,100) ; (50,89,125)
(0,0,125) ; (50,89,150)
(50,0,131) ; (115,87,175)
(0,0,150) ; (50,89,175)
(0,0,175) ; (57,43,219)
(57,0,175) ; (114,43,219)
(0,43,175) ; (57,86,219)
(57,43,175) ; (114,86,219)
(359,0,0) ; (416,78,90)
(416,0,0) ; (473,78,90)
(473,0,0) ; (530,78,90)
(530,0,0) ; (587,78,90)
(359,0,90) ; (416,78,180)
(416,0,90) ; (473,78,180)
(473,0,90) ; (530,78,180)
(530,0,90) ; (587,78,180)
(359,0,180) ; (430,77,214)
(430,0,180) ; (501,77,214)
(501,0,180) ; (572,77,214)
(0,89,0) ; (97,137,81)
(97,89,0) ; (194,137,81)
(194,89,0) ; (291,137,81)
(291,89,0) ; (388,137,81)
(0,137,0) ; (97,185,81)
(97,137,0) ; (194,185,81)
(194,137,0) ; (291,185,81)
(291,137,0) ; (388,185,81)
(0,185,0) ; (97,233,81)
(97,185,0) ; (194,233,81)
(194,185,0) ; (291,233,81)
(291,185,0) ; (388,233,81)
(425,156,0) ; (479,233,62)
(479,156,0) ; (533,233,62)
(533,156,0) ; (587,233,62)
(425,156,62) ; (479,233,124)
(479,156,62) ; (533,233,124)
(533,156,62) ; (587,233,124)
(425,156,124) ; (479,233,186)
(479,156,124) ; (533,233,186)
(533,156,124) ; (587,233,186)
(425,156,186) ; (502,227,220)
(502,156,186) ; (579,227,220)
(389,78,0) ; (488,156,43)
(488,78,0) ; (587,156,43)
(389,78,43) ; (488,156,86)
(488,78,43) ; (587,156,86)
(389,78,86) ; (488,156,129)
(488,78,86) ; (587,156,129)
(389,78,129) ; (488,156,172)
(488,78,129) ; (587,156,172)
(389,78,172) ; (488,156,215)
(488,78,172) ; (587,156,215)
(115,0,0) ; (220,89,26)
(220,0,0) ; (264,87,65)
(264,0,0) ; (308,87,65)
(115,0,26) ; (220,89,52)
(115,0,52) ; (220,89,78)
(220,0,65) ; (264,87,130)
(264,0,65) ; (308,87,130)
(115,0,78) ; (220,89,104)
(115,0,104) ; (220,89,130)
(115,0,130) ; (153,87,159)
(153,0,130) ; (191,87,159)
(191,0,130) ; (229,87,159)
(229,0,130) ; (267,87,159)
(267,0,130) ; (305,87,159)
(115,0,159) ; (153,87,188)
(153,0,159) ; (191,87,188)
(191,0,159) ; (229,87,188)
(229,0,159) ; (267,87,188)
(267,0,159) ; (305,87,188)
(394,159,0) ; (425,233,42)
(394,159,42) ; (425,233,84)
(394,159,84) ; (425,233,126)
(394,159,126) ; (425,233,168)
(394,159,168) ; (425,233,210)
(309,0,0) ; (359,89,25)
(309,0,25) ; (359,89,50)
(309,0,50) ; (359,89,75)
(309,0,75) ; (359,89,100)
(309,0,100) ; (359,89,125)
(309,0,125) ; (359,89,150)
(0,89,81) ; (77,160,115)
(0,160,81) ; (77,231,115)
(77,89,81) ; (131,137,149)
(77,137,81) ; (131,185,149)
(77,185,81) ; (131,233,149)
(131,89,81) ; (185,137,149)
(131,137,81) ; (185,185,149)
(131,185,81) ; (185,233,149)
(0,89,115) ; (77,160,149)
(0,160,115) ; (77,231,149)
(0,89,149) ; (77,160,183)
(0,160,149) ; (77,231,183)
(77,89,149) ; (131,137,217)
(77,137,149) ; (131,185,217)
(77,185,149) ; (131,233,217)
(131,89,149) ; (185,137,217)
(131,137,149) ; (185,185,217)
(131,185,149) ; (185,233,217)
(0,89,183) ; (77,160,217)
(0,160,183) ; (77,231,217)
(185,137,81) ; (282,185,162)
(185,185,81) ; (282,233,162)
(344,89,81) ; (388,146,124)
(344,146,81) ; (388,233,146)
(344,89,124) ; (388,146,167)
(344,146,146) ; (388,233,211)
(344,89,167) ; (387,146,211)
(282,156,81) ; (344,233,135)
(282,156,135) ; (313,230,177)
(313,156,135) ; (344,230,177)
(185,89,81) ; (239,137,149)
(300,91,81) ; (344,156,168)
(239,89,81) ; (296,133,124)
(239,89,124) ; (296,133,167)
(185,89,149) ; (228,133,206)
(315,0,150) ; (359,87,215)
(185,155,162) ; (275,233,219)
(239,89,167) ; (296,133,210)
(300,99,168) ; (344,156,211)
(282,156,177) ; (313,230,219)
(313,156,177) ; (344,230,219)
(115,0,188) ; (189,42,219)
(189,0,188) ; (263,42,219)
(115,42,188) ; (189,84,219)
(189,42,188) ; (263,84,219)
(263,0,188) ; (305,74,219)
