0.057
31 3101
587 233 220
12
1 110 0  53 1  28 1 6
2 48 1  54 1  52 1 10
3 119 0  36 1  33 1 15
4 82 0  32 1  34 1 10
5 76 1  83 1  71 1 7
6 101 0  84 1  44 1 6
7 60 1  100 1  68 1 3
8 104 0  29 1  79 0 10
9 86 1  74 1  54 1 11
10 100 0  94 0  23 1 9
11 73 1  96 1  68 1 17
12 85 1  48 1  51 1 9
(384,73,219) ; (0,0,0)
(370,54,220) ; (0,179,0)
(102,96,216) ; (485,0,0)
(96,136,146) ; (491,97,0)
(158,104,145) ; (0,75,0)
(119,66,216) ; (372,167,0)
(101,84,220) ; (384,0,0)
(96,68,219) ; (395,99,0)
(154,106,84) ; (158,73,0)
(83,71,216) ; (312,96,0)
(94,100,69) ; (158,74,84)
(60,100,136) ; (252,74,84)
(94,100,69) ; (0,79,145)
(60,100,68) ; (94,79,145)
(96,136,73) ; (491,97,146)
(94,100,23) ; (158,74,153)
(82,96,34) ; (158,78,176)
