0.0455
16 1601
587 233 220
12
1 60 0  38 1  24 1 17
2 34 1  36 1  28 1 13
3 85 1  69 1  76 1 16
4 56 1  85 1  57 1 10
5 69 1  81 1  47 1 9
6 40 1  39 1  64 1 14
7 56 1  56 1  47 1 9
8 77 0  29 1  76 0 13
9 84 0  41 1  69 1 14
10 34 1  59 1  64 1 10
11 85 0  90 0  34 1 13
12 89 0  84 1  43 1 11
(276,170,220) ; (0,0,0)
(252,69,217) ; (335,0,0)
(178,84,215) ; (409,149,0)
(280,57,217) ; (0,176,0)
(152,77,174) ; (435,69,0)
(129,84,138) ; (280,149,0)
(100,78,192) ; (335,69,0)
(59,102,192) ; (276,0,0)
(56,47,168) ; (279,102,0)
(128,80,79) ; (281,150,138)
(56,36,34) ; (279,113,168)
(84,69,41) ; (503,69,174)
(68,72,28) ; (435,69,174)
(60,38,24) ; (375,69,192)
(68,36,28) ; (367,109,192)
(36,102,28) ; (299,0,192)
(36,34,28) ; (339,69,192)
