0.0388
63 6301
587 233 220
12
1 31 1  93 0  55 1 6
2 61 1  85 1  68 1 15
3 90 1  89 1  70 1 12
4 57 1  93 1  69 1 15
5 73 0  36 1  26 1 9
6 39 1  58 0  20 1 10
7 103 0  51 1  27 1 10
8 36 1  68 1  44 1 8
9 108 0  39 1  45 1 8
10 33 1  39 1  31 1 12
11 120 0  48 1  43 1 12
12 100 0  96 1  49 1 7
(0,0,0) ; (57,93,69)
(57,0,0) ; (114,93,69)
(114,0,0) ; (171,93,69)
(171,0,0) ; (228,93,69)
(228,0,0) ; (285,93,69)
(285,0,0) ; (342,93,69)
(0,0,69) ; (57,93,138)
(57,0,69) ; (114,93,138)
(114,0,69) ; (171,93,138)
(171,0,69) ; (228,93,138)
(228,0,69) ; (285,93,138)
(285,0,69) ; (342,93,138)
(0,0,138) ; (55,93,169)
(55,0,138) ; (110,93,169)
(110,0,138) ; (165,93,169)
(165,0,138) ; (220,93,169)
(220,0,138) ; (275,93,169)
(275,0,138) ; (330,93,169)
(0,93,0) ; (89,163,90)
(89,93,0) ; (178,163,90)
(178,93,0) ; (267,163,90)
(0,163,0) ; (89,233,90)
(89,163,0) ; (178,233,90)
(178,163,0) ; (267,233,90)
(0,93,90) ; (89,163,180)
(89,93,90) ; (178,163,180)
(178,93,90) ; (267,163,180)
(0,163,90) ; (89,233,180)
(89,163,90) ; (178,233,180)
(178,163,90) ; (267,233,180)
(0,93,180) ; (108,138,219)
(108,93,180) ; (216,138,219)
(0,138,180) ; (108,183,219)
(108,138,180) ; (216,183,219)
(0,183,180) ; (108,228,219)
(108,183,180) ; (216,228,219)
(216,93,180) ; (249,124,219)
(216,124,180) ; (249,155,219)
(216,155,180) ; (249,186,219)
(216,186,180) ; (249,217,219)
(343,0,0) ; (404,68,85)
(404,0,0) ; (465,68,85)
(465,0,0) ; (526,68,85)
(526,0,0) ; (587,68,85)
(343,68,0) ; (404,136,85)
(404,68,0) ; (465,136,85)
(465,68,0) ; (526,136,85)
(526,68,0) ; (587,136,85)
(467,137,0) ; (587,185,43)
(467,185,0) ; (587,233,43)
(467,137,43) ; (587,185,86)
(467,185,43) ; (587,233,86)
(467,137,86) ; (587,185,129)
(467,185,86) ; (587,233,129)
(467,137,129) ; (587,185,172)
(467,185,129) ; (587,233,172)
(467,137,172) ; (587,185,215)
(467,185,172) ; (587,233,215)
(267,137,0) ; (367,233,49)
(367,137,0) ; (467,233,49)
(267,137,49) ; (367,233,98)
(367,137,49) ; (467,233,98)
(267,137,98) ; (367,233,147)
(367,137,98) ; (467,233,147)
(275,93,0) ; (343,137,36)
(275,93,36) ; (343,137,72)
(275,93,72) ; (343,137,108)
(275,93,108) ; (343,137,144)
(275,93,144) ; (343,137,180)
(275,93,180) ; (343,137,216)
(465,0,85) ; (526,68,170)
(526,0,85) ; (587,68,170)
(465,68,85) ; (526,136,170)
(526,68,85) ; (587,136,170)
(380,0,85) ; (465,68,146)
(380,68,85) ; (465,136,146)
(344,0,85) ; (380,68,129)
(344,68,85) ; (380,136,129)
(344,0,129) ; (380,73,155)
(347,73,129) ; (380,104,168)
(347,104,129) ; (380,135,168)
(387,0,146) ; (413,73,182)
(413,0,146) ; (439,73,182)
(439,0,146) ; (465,73,182)
(387,0,182) ; (413,73,218)
(413,0,182) ; (439,73,218)
(439,0,182) ; (465,73,218)
(380,73,146) ; (465,134,214)
(296,140,147) ; (353,233,216)
(353,140,147) ; (410,233,216)
(410,140,147) ; (467,233,216)
(267,160,147) ; (293,233,183)
(267,160,183) ; (293,233,219)
(347,0,155) ; (380,39,186)
(347,0,186) ; (380,39,217)
(349,39,155) ; (380,72,194)
(347,73,168) ; (380,104,207)
(347,104,168) ; (380,135,207)
(0,0,169) ; (108,39,214)
(108,0,169) ; (216,39,214)
(0,39,169) ; (103,66,220)
(103,39,169) ; (206,66,220)
(206,39,169) ; (309,66,220)
(0,66,169) ; (103,93,220)
(103,66,169) ; (206,93,220)
(206,66,169) ; (309,93,220)
(216,0,169) ; (319,27,220)
(310,27,169) ; (330,85,208)
(487,0,170) ; (587,96,219)
(471,96,170) ; (529,116,209)
(529,96,170) ; (587,116,209)
(471,116,170) ; (529,136,209)
(529,116,170) ; (587,136,209)
(467,0,170) ; (487,58,209)
