0.0425
62 6201
587 233 220
12
1 100 0  44 1  47 1 8
2 84 0  65 1  36 1 12
3 114 0  80 0  33 1 10
4 91 0  35 1  45 1 9
5 56 0  25 1  31 1 16
6 101 0  41 1  58 1 9
7 53 1  30 1  38 1 9
8 86 1  87 1  46 1 7
9 69 1  85 1  61 1 13
10 102 0  41 1  66 1 15
11 104 0  96 0  31 1 8
12 110 1  73 1  72 1 8
(0,0,0) ; (41,102,66)
(41,0,0) ; (82,102,66)
(82,0,0) ; (123,102,66)
(123,0,0) ; (164,102,66)
(164,0,0) ; (205,102,66)
(205,0,0) ; (246,102,66)
(246,0,0) ; (287,102,66)
(0,0,66) ; (41,102,132)
(41,0,66) ; (82,102,132)
(82,0,66) ; (123,102,132)
(123,0,66) ; (164,102,132)
(164,0,66) ; (205,102,132)
(205,0,66) ; (246,102,132)
(246,0,66) ; (287,102,132)
(0,148,0) ; (69,233,61)
(69,148,0) ; (138,233,61)
(138,148,0) ; (207,233,61)
(207,148,0) ; (276,233,61)
(0,148,61) ; (69,233,122)
(69,148,61) ; (138,233,122)
(138,148,61) ; (207,233,122)
(207,148,61) ; (276,233,122)
(0,148,122) ; (69,233,183)
(69,148,122) ; (138,233,183)
(138,148,122) ; (207,233,183)
(207,148,122) ; (276,233,183)
(0,148,183) ; (65,232,219)
(65,148,183) ; (130,232,219)
(130,148,183) ; (195,232,219)
(195,148,183) ; (260,232,219)
(295,0,0) ; (368,72,110)
(368,0,0) ; (441,72,110)
(441,0,0) ; (514,72,110)
(514,0,0) ; (587,72,110)
(295,0,110) ; (368,72,220)
(368,0,110) ; (441,72,220)
(441,0,110) ; (514,72,220)
(514,0,110) ; (587,72,220)
(473,73,0) ; (587,153,33)
(473,153,0) ; (587,233,33)
(473,73,33) ; (587,153,66)
(473,153,33) ; (587,233,66)
(473,73,66) ; (587,153,99)
(473,153,66) ; (587,233,99)
(473,73,99) ; (587,153,132)
(473,153,99) ; (587,233,132)
(473,73,132) ; (587,153,165)
(473,153,132) ; (587,233,165)
(473,73,165) ; (511,126,195)
(511,73,165) ; (549,126,195)
(549,73,165) ; (587,126,195)
(473,126,165) ; (511,179,195)
(511,126,165) ; (549,179,195)
(549,126,165) ; (587,179,195)
(473,179,165) ; (511,232,195)
(511,179,165) ; (549,232,195)
(549,179,165) ; (587,232,195)
(0,102,0) ; (87,148,86)
(87,102,0) ; (174,148,86)
(174,102,0) ; (261,148,86)
(0,102,86) ; (87,148,172)
(87,102,86) ; (174,148,172)
(174,102,86) ; (261,148,172)
(369,137,0) ; (473,233,31)
(369,137,31) ; (473,233,62)
(369,137,62) ; (473,233,93)
(369,137,93) ; (473,233,124)
(369,137,124) ; (473,233,155)
(369,137,155) ; (473,233,186)
(369,137,186) ; (473,233,217)
(389,72,0) ; (473,137,36)
(389,72,36) ; (473,137,72)
(389,72,72) ; (473,137,108)
(389,72,108) ; (473,137,144)
(389,72,144) ; (473,137,180)
(389,72,180) ; (473,137,216)
(322,133,0) ; (369,233,44)
(322,133,44) ; (369,233,88)
(322,133,88) ; (369,233,132)
(322,133,132) ; (369,233,176)
(322,133,176) ; (369,233,220)
(277,142,0) ; (322,233,35)
(277,142,35) ; (322,233,70)
(277,142,70) ; (322,233,105)
(277,142,105) ; (322,233,140)
(277,142,140) ; (322,233,175)
(277,142,175) ; (322,233,210)
(288,72,0) ; (389,130,41)
(288,72,41) ; (389,130,82)
(288,72,82) ; (389,130,123)
(288,72,123) ; (389,130,164)
(288,72,164) ; (313,128,195)
(313,72,164) ; (338,128,195)
(338,72,164) ; (363,128,195)
(363,72,164) ; (388,128,195)
(288,72,195) ; (319,128,220)
(319,72,195) ; (350,128,220)
(350,72,195) ; (381,128,220)
(0,0,132) ; (58,101,173)
(58,0,132) ; (116,101,173)
(116,0,132) ; (174,101,173)
(174,0,132) ; (240,102,173)
(240,0,132) ; (287,100,176)
(240,0,176) ; (287,100,220)
(0,104,172) ; (100,148,219)
(100,103,172) ; (191,148,207)
(191,123,172) ; (247,148,203)
(0,0,173) ; (86,87,219)
(86,0,173) ; (144,101,214)
(144,0,173) ; (202,101,214)
(202,0,173) ; (237,91,218)
(475,108,195) ; (531,139,220)
(531,108,195) ; (587,139,220)
(475,139,195) ; (531,170,220)
(531,139,195) ; (587,170,220)
(475,170,195) ; (531,201,220)
(531,170,195) ; (587,201,220)
(475,201,195) ; (531,232,220)
(531,201,195) ; (587,232,220)
