0.0464
12 1201
587 233 220
12
1 30 1  65 0  67 0 14
2 39 1  61 1  53 1 3
3 89 0  40 1  50 1 11
4 88 0  78 0  25 1 3
5 61 0  25 1  68 0 6
6 90 1  81 1  56 1 6
7 66 1  84 1  78 1 10
8 36 1  90 0  32 1 12
9 73 1  88 1  76 1 9
10 110 0  78 1  55 1 10
11 47 1  90 1  51 1 5
12 116 1  89 1  74 1 8
(350,89,188) ; (0,0,0)
(330,78,165) ; (0,155,0)
(89,232,220) ; (498,0,0)
(252,66,156) ; (0,89,0)
(81,180,168) ; (417,0,0)
(94,51,220) ; (404,182,0)
(64,90,180) ; (353,0,0)
(73,76,176) ; (331,157,0)
(84,66,156) ; (333,91,0)
(78,66,168) ; (252,89,0)
(201,65,30) ; (0,90,156)
(67,65,30) ; (350,92,156)
(39,61,53) ; (201,94,156)
(61,68,50) ; (0,165,165)
(110,78,55) ; (61,155,165)
(61,78,53) ; (171,155,165)
(88,78,50) ; (232,155,165)
(80,89,50) ; (418,0,168)
(47,90,51) ; (451,90,168)
(32,90,36) ; (419,90,168)
(68,61,50) ; (252,94,168)
(67,65,30) ; (337,168,176)
(50,89,40) ; (367,0,180)
(201,65,30) ; (0,90,186)
(67,65,30) ; (350,92,186)
(262,67,30) ; (0,0,188)
(78,88,25) ; (270,0,188)
