0.0491
49 4901
587 233 220
12
1 67 0  59 0  20 1 16
2 80 0  97 0  26 1 18
3 97 1  76 1  55 1 14
4 52 1  83 1  52 1 14
5 110 0  75 0  21 1 18
6 37 1  80 0  65 1 7
7 63 0  68 0  28 1 17
8 30 1  60 0  73 0 17
9 92 0  25 1  80 0 14
10 49 1  32 1  35 1 15
11 52 1  46 1  78 1 15
12 61 0  58 0  21 1 19
(92,160,175) ; (0,0,0)
(291,76,220) ; (296,0,0)
(221,156,167) ; (366,77,0)
(180,73,120) ; (0,160,0)
(98,160,217) ; (92,0,0)
(126,68,216) ; (180,165,0)
(104,83,208) ; (190,0,0)
(55,97,152) ; (311,136,0)
(111,80,172) ; (190,85,0)
(61,58,168) ; (305,76,0)
(60,73,60) ; (0,160,120)
(118,67,100) ; (60,166,120)
(37,80,65) ; (329,153,152)
(160,143,52) ; (426,84,167)
(60,146,30) ; (366,81,167)
(61,58,21) ; (305,76,168)
(110,75,42) ; (190,85,172)
(58,122,42) ; (0,0,175)
(32,98,35) ; (58,0,175)
(49,35,32) ; (0,125,175)
(32,49,35) ; (58,111,175)
(59,67,40) ; (0,166,180)
(61,58,21) ; (305,76,189)
(59,134,20) ; (367,93,197)
