0.0543
71 7101
587 233 220
12
1 113 0  42 1  39 1 5
2 75 1  73 1  71 1 7
3 118 0  31 1  56 1 5
4 83 1  86 1  54 1 6
5 86 1  66 1  58 1 9
6 99 1  58 1  56 1 5
7 86 1  96 1  62 1 9
8 63 1  48 1  75 1 6
9 112 1  83 1  69 1 5
10 74 1  50 1  50 1 7
11 117 0  72 1  58 1 11
12 114 0  53 1  71 1 6
(0,0,0) ; (75,73,71)
(0,73,0) ; (75,146,71)
(0,0,71) ; (75,73,142)
(0,73,71) ; (75,146,142)
(0,0,142) ; (73,71,217)
(0,71,142) ; (73,142,217)
(412,0,0) ; (529,58,72)
(412,58,0) ; (529,116,72)
(529,0,0) ; (587,117,72)
(412,0,72) ; (529,58,144)
(412,58,72) ; (529,116,144)
(529,0,72) ; (587,117,144)
(412,0,144) ; (529,58,216)
(412,58,144) ; (529,116,216)
(529,0,144) ; (587,117,216)
(336,117,0) ; (402,175,86)
(402,117,0) ; (468,175,86)
(468,117,0) ; (534,175,86)
(336,175,0) ; (402,233,86)
(402,175,0) ; (468,233,86)
(468,175,0) ; (534,233,86)
(534,117,0) ; (587,231,71)
(534,117,71) ; (587,231,142)
(336,117,86) ; (435,175,142)
(435,117,86) ; (534,175,142)
(336,175,86) ; (435,233,142)
(435,175,86) ; (534,233,142)
(0,150,0) ; (69,233,112)
(69,150,0) ; (138,233,112)
(138,150,0) ; (207,233,112)
(207,150,0) ; (276,233,112)
(75,0,0) ; (171,86,62)
(171,0,0) ; (267,86,62)
(75,0,62) ; (171,86,124)
(171,0,62) ; (267,86,124)
(75,0,124) ; (137,86,220)
(137,0,124) ; (199,86,220)
(199,0,124) ; (261,86,220)
(75,87,0) ; (123,150,75)
(123,87,0) ; (171,150,75)
(171,87,0) ; (219,150,75)
(219,87,0) ; (267,150,75)
(75,87,75) ; (171,149,161)
(171,87,75) ; (267,149,161)
(359,0,0) ; (412,114,71)
(273,0,0) ; (359,58,66)
(273,58,0) ; (359,116,66)
(273,0,66) ; (315,113,105)
(315,0,66) ; (357,113,105)
(278,116,0) ; (336,233,72)
(278,116,72) ; (336,233,144)
(359,0,71) ; (412,114,142)
(273,0,105) ; (315,113,144)
(315,0,105) ; (357,113,144)
(273,0,144) ; (356,112,213)
(0,150,112) ; (86,233,166)
(86,150,112) ; (172,233,166)
(172,150,112) ; (258,233,166)
(0,150,166) ; (86,233,220)
(86,150,166) ; (172,233,220)
(172,150,166) ; (258,233,220)
(488,175,142) ; (587,231,200)
(537,125,142) ; (587,175,216)
(392,168,142) ; (440,231,217)
(440,168,142) ; (488,231,217)
(387,118,142) ; (437,168,216)
(437,118,142) ; (487,168,216)
(487,118,142) ; (537,168,216)
(359,0,142) ; (412,114,213)
(342,181,142) ; (392,231,216)
(337,131,142) ; (387,181,216)
(283,119,144) ; (336,233,215)
(75,87,161) ; (193,118,217)
(75,118,161) ; (193,149,217)
(193,99,161) ; (267,149,211)
