0.0437
56 5601
587 233 220
12
1 40 1  70 1  76 1 3
2 45 1  54 1  65 1 12
3 39 1  52 1  70 1 11
4 79 0  32 1  36 1 8
5 49 1  63 1  79 1 11
6 88 1  73 1  59 1 12
7 110 1  94 1  59 1 10
8 97 1  69 1  69 1 11
9 78 0  38 1  24 1 8
10 69 1  38 1  38 1 5
11 99 1  90 1  59 1 7
12 69 1  75 1  65 1 5
(0,0,0) ; (97,69,69)
(97,0,0) ; (194,69,69)
(194,0,0) ; (291,69,69)
(0,0,69) ; (97,69,138)
(97,0,69) ; (194,69,138)
(194,0,69) ; (291,69,138)
(0,160,0) ; (59,233,88)
(59,160,0) ; (118,233,88)
(118,160,0) ; (177,233,88)
(177,160,0) ; (236,233,88)
(0,160,88) ; (59,233,176)
(59,160,88) ; (118,233,176)
(118,160,88) ; (177,233,176)
(177,160,88) ; (236,233,176)
(0,160,176) ; (76,230,216)
(76,160,176) ; (152,230,216)
(152,160,176) ; (228,230,216)
(292,0,0) ; (351,94,110)
(351,0,0) ; (410,94,110)
(410,0,0) ; (469,94,110)
(469,0,0) ; (528,94,110)
(528,0,0) ; (587,94,110)
(292,0,110) ; (351,94,220)
(351,0,110) ; (410,94,220)
(410,0,110) ; (469,94,220)
(469,0,110) ; (528,94,220)
(528,0,110) ; (587,94,220)
(522,98,0) ; (587,143,54)
(522,143,0) ; (587,188,54)
(522,188,0) ; (587,233,54)
(522,98,54) ; (587,143,108)
(522,143,54) ; (587,188,108)
(522,188,54) ; (587,233,108)
(522,98,108) ; (587,143,162)
(522,143,108) ; (587,188,162)
(522,188,108) ; (587,233,162)
(522,98,162) ; (587,143,216)
(522,143,162) ; (587,188,216)
(522,188,162) ; (587,233,216)
(328,95,0) ; (425,164,69)
(425,95,0) ; (522,164,69)
(328,164,0) ; (425,233,69)
(425,164,0) ; (522,233,69)
(0,69,0) ; (59,159,99)
(59,69,0) ; (118,159,99)
(118,69,0) ; (177,159,99)
(177,69,0) ; (236,159,99)
(236,134,0) ; (326,233,59)
(236,134,59) ; (326,233,118)
(236,69,0) ; (275,121,70)
(236,69,70) ; (275,121,140)
(236,69,140) ; (275,121,210)
(276,94,0) ; (328,133,70)
(276,94,70) ; (328,133,140)
(457,95,69) ; (522,164,144)
(457,164,69) ; (522,233,144)
(457,95,144) ; (522,164,219)
(457,164,144) ; (522,233,219)
(331,154,69) ; (394,233,118)
(394,154,69) ; (457,233,118)
(331,154,118) ; (394,233,167)
(394,154,118) ; (457,233,167)
(331,154,167) ; (394,233,216)
(394,154,167) ; (457,233,216)
(369,95,69) ; (457,154,142)
(369,95,142) ; (457,154,215)
(330,102,69) ; (369,154,139)
(330,102,139) ; (369,154,209)
(0,69,99) ; (79,101,135)
(79,69,99) ; (158,101,135)
(0,101,99) ; (79,133,135)
(79,101,99) ; (158,133,135)
(0,69,135) ; (79,101,171)
(79,69,135) ; (158,101,171)
(0,101,135) ; (79,133,171)
(79,101,135) ; (158,133,171)
(0,69,171) ; (79,132,220)
(79,69,171) ; (158,132,220)
(0,135,99) ; (78,159,137)
(78,135,99) ; (156,159,137)
(0,135,137) ; (78,159,175)
(78,135,137) ; (156,159,175)
(0,135,175) ; (78,159,213)
(78,135,175) ; (156,159,213)
(158,69,99) ; (231,157,158)
(158,69,158) ; (231,157,217)
(236,174,118) ; (326,233,217)
(236,135,118) ; (306,174,170)
(236,135,170) ; (305,173,208)
(0,0,138) ; (65,69,213)
(65,0,138) ; (114,63,217)
(114,0,138) ; (163,63,217)
(163,0,138) ; (212,63,217)
(212,0,138) ; (250,69,176)
(250,0,138) ; (288,69,176)
(212,0,176) ; (250,69,214)
(250,0,176) ; (288,69,214)
(276,94,140) ; (328,133,210)
