0.0589
13 1301
587 233 220
12
1 120 1  88 1  70 1 12
2 81 1  90 0  44 1 11
3 37 1  46 1  35 1 12
4 33 1  25 1  63 0 15
5 72 1  43 1  75 1 12
6 95 0  97 0  29 1 9
7 66 0  68 0  29 1 11
8 67 0  60 0  30 1 12
9 90 1  70 1  58 1 11
10 84 0  27 1  46 1 16
11 99 0  42 1  25 1 14
12 88 0  33 1  32 1 9
(528,70,210) ; (0,0,0)
(216,75,214) ; (0,158,0)
(90,162,220) ; (497,71,0)
(58,70,180) ; (529,0,0)
(240,88,210) ; (0,70,0)
(194,95,149) ; (303,138,0)
(120,67,213) ; (377,70,0)
(84,46,216) ; (216,187,0)
(84,27,184) ; (216,160,0)
(132,68,195) ; (245,70,0)
(92,84,27) ; (403,142,149)
(99,84,25) ; (304,142,149)
(70,74,46) ; (333,152,174)
(27,84,46) ; (306,142,174)
(90,81,44) ; (405,145,176)
(46,70,37) ; (541,0,180)
(63,25,33) ; (216,162,184)
(132,63,25) ; (245,70,195)
