0.0545
17 1701
587 233 220
12
1 71 1  60 1  54 1 11
2 97 0  34 1  56 1 12
3 74 0  33 1  32 1 12
4 46 1  70 1  79 1 10
5 119 1  68 1  74 1 11
6 69 0  85 0  31 1 17
7 55 1  72 1  37 1 8
8 85 0  84 0  37 1 13
9 76 0  87 0  37 1 9
10 82 0  92 0  32 1 6
11 81 0  80 0  38 1 13
12 70 0  45 1  23 1 10
(420,85,68) ; (0,0,0)
(340,148,150) ; (0,85,0)
(120,71,216) ; (467,0,0)
(76,87,216) ; (511,146,0)
(72,74,220) ; (515,71,0)
(82,92,215) ; (429,141,0)
(46,70,216) ; (421,0,0)
(92,70,189) ; (423,71,0)
(87,76,148) ; (342,157,0)
(79,70,184) ; (344,87,0)
(169,85,148) ; (0,0,68)
(243,80,152) ; (169,0,68)
(54,60,71) ; (375,173,148)
(33,74,65) ; (342,159,148)
(194,56,68) ; (0,167,150)
(81,80,38) ; (0,87,150)
(119,74,68) ; (81,93,150)
(97,56,68) ; (194,167,150)
(46,79,70) ; (294,144,150)
(66,74,65) ; (200,93,150)
(71,54,60) ; (269,85,150)
(74,66,32) ; (349,91,184)
(66,74,32) ; (0,93,188)
(85,69,31) ; (423,71,189)
