0.0409
32 3201
587 233 220
12
1 60 0  44 0  20 1 20
2 33 1  87 0  66 0 12
3 30 1  46 1  40 1 13
4 35 1  84 0  46 1 13
5 81 1  58 1  67 1 19
6 35 1  30 1  46 1 9
7 42 1  40 1  35 1 14
8 44 1  69 1  66 1 12
9 83 0  40 1  71 1 14
10 96 1  51 1  59 1 14
11 67 0  26 1  41 1 13
12 112 0  94 0  40 1 15
(66,138,220) ; (0,0,0)
(162,232,134) ; (425,0,0)
(224,94,200) ; (0,139,0)
(357,59,192) ; (66,0,0)
(166,80,213) ; (66,59,0)
(132,174,99) ; (293,59,0)
(67,82,220) ; (224,151,0)
(60,92,150) ; (232,59,0)
(94,112,120) ; (331,121,99)
(90,60,120) ; (335,59,99)
(35,168,120) ; (296,65,99)
(158,188,40) ; (429,0,134)
(132,44,69) ; (455,188,134)
(30,40,46) ; (425,192,134)
(58,81,67) ; (232,59,150)
(154,175,46) ; (433,0,174)
(335,41,26) ; (66,0,192)
(180,88,20) ; (0,145,200)
