0.0575
9 901
587 233 220
3
1 63 1  75 1  67 1 43
2 100 0  49 1  60 1 37
3 90 0  35 1  45 1 39
(450,70,153) ; (0,0,0)
(536,63,150) ; (0,170,0)
(134,63,150) ; (453,0,0)
(49,100,60) ; (538,133,0)
(490,100,120) ; (0,70,0)
(90,70,135) ; (497,63,0)
(49,100,120) ; (538,133,60)
(420,100,98) ; (0,70,120)
(70,90,45) ; (420,80,120)
(90,70,45) ; (497,63,135)
(525,63,67) ; (0,170,150)
(75,63,67) ; (512,0,150)
(450,63,67) ; (0,0,153)
(70,90,45) ; (420,80,165)
(45,90,35) ; (542,143,180)
(90,45,35) ; (497,63,180)
