0.0818
63 6301
587 233 220
3
1 31 1  93 0  55 1 29
2 61 1  85 1  68 1 25
3 90 1  89 1  70 1 29
(0,0,0) ; (90,70,89)
(90,0,0) ; (180,70,89)
(180,0,0) ; (270,70,89)
(270,0,0) ; (360,70,89)
(360,0,0) ; (450,70,89)
(0,70,0) ; (90,140,89)
(90,70,0) ; (180,140,89)
(180,70,0) ; (270,140,89)
(270,70,0) ; (360,140,89)
(360,70,0) ; (450,140,89)
(0,0,89) ; (89,70,179)
(89,0,89) ; (178,70,179)
(178,0,89) ; (267,70,179)
(267,0,89) ; (356,70,179)
(356,0,89) ; (445,70,179)
(0,70,89) ; (89,140,179)
(89,70,89) ; (178,140,179)
(178,70,89) ; (267,140,179)
(267,70,89) ; (356,140,179)
(356,70,89) ; (445,140,179)
(0,143,0) ; (89,233,70)
(89,143,0) ; (178,233,70)
(178,143,0) ; (267,233,70)
(267,143,0) ; (356,233,70)
(0,143,70) ; (70,233,159)
(70,143,70) ; (140,233,159)
(140,143,70) ; (210,233,159)
(210,143,70) ; (280,233,159)
(280,143,70) ; (350,233,159)
(451,0,0) ; (519,85,61)
(519,0,0) ; (587,85,61)
(451,85,0) ; (519,170,61)
(519,85,0) ; (587,170,61)
(451,0,61) ; (519,85,122)
(519,0,61) ; (587,85,122)
(451,85,61) ; (519,170,122)
(519,85,61) ; (587,170,122)
(451,0,122) ; (519,85,183)
(519,0,122) ; (587,85,183)
(451,85,122) ; (519,170,183)
(519,85,122) ; (587,170,183)
(451,172,0) ; (519,233,85)
(519,172,0) ; (587,233,85)
(451,172,85) ; (519,233,170)
(519,172,85) ; (587,233,170)
(358,140,0) ; (389,233,55)
(389,140,0) ; (420,233,55)
(420,140,0) ; (451,233,55)
(358,140,55) ; (389,233,110)
(389,140,55) ; (420,233,110)
(420,140,55) ; (451,233,110)
(358,140,110) ; (389,233,165)
(389,140,110) ; (420,233,165)
(420,140,110) ; (451,233,165)
(358,140,165) ; (389,233,220)
(389,140,165) ; (420,233,220)
(420,140,165) ; (451,233,220)
(0,148,159) ; (68,233,220)
(68,148,159) ; (136,233,220)
(136,148,159) ; (204,233,220)
(204,148,159) ; (272,233,220)
(272,148,159) ; (340,233,220)
(494,178,170) ; (587,233,201)
(0,0,179) ; (93,55,210)
(93,0,179) ; (186,55,210)
(186,0,179) ; (279,55,210)
(279,0,179) ; (372,55,210)
(0,55,179) ; (93,110,210)
(93,55,179) ; (186,110,210)
(186,55,179) ; (279,110,210)
(279,55,179) ; (372,110,210)
(372,0,179) ; (427,93,210)
(494,0,183) ; (587,55,214)
(494,55,183) ; (587,110,214)
(494,110,183) ; (587,165,214)
