0.049
32 3201
587 233 220
3
1 60 0  44 0  20 1 108
2 33 1  87 0  66 0 103
3 30 1  46 1  40 1 87
(435,66,132) ; (0,0,0)
(261,132,218) ; (0,101,0)
(261,132,218) ; (326,101,0)
(92,100,120) ; (495,0,0)
(368,30,126) ; (0,66,0)
(60,92,120) ; (435,0,0)
(46,30,120) ; (389,66,0)
(60,132,160) ; (261,101,0)
(90,60,100) ; (495,0,120)
(90,40,92) ; (495,60,120)
(60,90,100) ; (435,0,120)
(46,30,40) ; (389,66,120)
(360,30,92) ; (0,66,126)
(435,66,66) ; (0,0,132)
(46,30,40) ; (389,66,160)
(60,132,60) ; (261,101,160)
(396,60,20) ; (0,0,198)
