0.0446
64 6401
587 233 220
3
1 59 1  45 1  51 1 57
2 30 1  52 1  79 0 67
3 98 0  51 1  47 1 60
(196,153,141) ; (0,0,0)
(295,233,102) ; (292,0,0)
(210,79,216) ; (0,154,0)
(47,98,102) ; (196,0,0)
(79,104,120) ; (210,129,0)
(47,98,102) ; (243,0,0)
(79,30,104) ; (196,98,0)
(90,102,118) ; (496,0,102)
(90,51,118) ; (496,182,102)
(90,79,104) ; (496,103,102)
(204,180,118) ; (292,0,102)
(158,52,60) ; (338,181,102)
(47,98,51) ; (196,0,102)
(47,98,51) ; (243,0,102)
(45,51,118) ; (293,182,102)
(79,30,52) ; (196,98,104)
(79,104,90) ; (210,129,120)
(196,153,47) ; (0,0,141)
(47,98,51) ; (196,0,153)
(47,98,51) ; (243,0,153)
(79,30,52) ; (196,98,156)
(98,51,47) ; (398,182,162)
(59,51,45) ; (339,182,162)
(158,131,30) ; (0,0,188)
