0.0629
59 5901
587 233 220
3
1 102 1  63 1  78 1 25
2 95 1  84 1  58 1 27
3 106 0  42 1  64 1 17
(380,232,84) ; (0,0,0)
(126,106,64) ; (461,0,0)
(204,126,156) ; (383,107,0)
(78,102,63) ; (383,0,0)
(78,102,63) ; (383,0,63)
(126,102,156) ; (461,0,64)
(336,190,58) ; (0,0,84)
(318,42,64) ; (0,190,84)
(42,106,64) ; (338,0,84)
(42,106,64) ; (338,126,84)
(78,102,63) ; (383,0,126)
(306,189,78) ; (0,0,142)
(318,42,64) ; (0,190,148)
(42,106,64) ; (338,0,148)
(42,106,64) ; (338,126,148)
(106,126,64) ; (481,107,156)
(78,102,63) ; (403,131,156)
