0.0609
78 7801
587 233 220
3
1 90 1  97 1  67 1 29
2 55 1  63 1  79 1 40
3 49 1  36 1  34 1 29
(0,0,0) ; (55,79,63)
(55,0,0) ; (110,79,63)
(110,0,0) ; (165,79,63)
(165,0,0) ; (220,79,63)
(220,0,0) ; (275,79,63)
(275,0,0) ; (330,79,63)
(330,0,0) ; (385,79,63)
(385,0,0) ; (440,79,63)
(440,0,0) ; (495,79,63)
(495,0,0) ; (550,79,63)
(0,79,0) ; (79,134,63)
(79,79,0) ; (158,134,63)
(158,79,0) ; (237,134,63)
(237,79,0) ; (316,134,63)
(316,79,0) ; (395,134,63)
(395,79,0) ; (474,134,63)
(474,79,0) ; (553,134,63)
(0,0,63) ; (55,79,126)
(55,0,63) ; (110,79,126)
(110,0,63) ; (165,79,126)
(165,0,63) ; (220,79,126)
(220,0,63) ; (275,79,126)
(275,0,63) ; (330,79,126)
(330,0,63) ; (385,79,126)
(385,0,63) ; (440,79,126)
(440,0,63) ; (495,79,126)
(495,0,63) ; (550,79,126)
(0,79,63) ; (79,134,126)
(79,79,63) ; (158,134,126)
(158,79,63) ; (237,134,126)
(237,79,63) ; (316,134,126)
(316,79,63) ; (395,134,126)
(395,79,63) ; (474,134,126)
(474,79,63) ; (553,134,126)
(0,136,0) ; (67,233,90)
(67,136,0) ; (134,233,90)
(0,136,90) ; (67,233,180)
(67,136,90) ; (134,233,180)
(137,136,0) ; (227,233,67)
(227,136,0) ; (317,233,67)
(317,136,0) ; (407,233,67)
(407,136,0) ; (497,233,67)
(497,136,0) ; (587,233,67)
(137,136,67) ; (227,233,134)
(227,136,67) ; (317,233,134)
(317,136,67) ; (407,233,134)
(407,136,67) ; (497,233,134)
(497,136,67) ; (587,233,134)
(553,0,0) ; (587,49,36)
(553,49,0) ; (587,98,36)
(553,0,36) ; (587,49,72)
(553,49,36) ; (587,98,72)
(553,0,72) ; (587,49,108)
(553,49,72) ; (587,98,108)
(553,0,108) ; (587,49,144)
(553,49,108) ; (587,98,144)
(553,0,144) ; (587,49,180)
(553,49,144) ; (587,98,180)
(553,0,180) ; (587,49,216)
(553,49,180) ; (587,98,216)
(553,100,0) ; (587,136,49)
(553,100,49) ; (587,136,98)
(553,100,98) ; (587,136,147)
(0,0,126) ; (97,67,216)
(97,0,126) ; (194,67,216)
(194,0,126) ; (291,67,216)
(291,0,126) ; (388,67,216)
(388,0,126) ; (485,67,216)
(487,0,126) ; (550,55,205)
(0,67,126) ; (97,134,216)
(97,67,126) ; (194,134,216)
(194,67,126) ; (291,134,216)
(291,67,126) ; (388,134,216)
(388,67,126) ; (485,134,216)
(487,55,126) ; (550,134,181)
(137,136,134) ; (227,233,201)
(227,136,134) ; (317,233,201)
(317,136,134) ; (407,233,201)
(407,136,134) ; (497,233,201)
(497,136,134) ; (587,233,201)
(553,100,147) ; (587,136,196)
(0,199,180) ; (49,233,216)
(0,150,180) ; (34,199,216)
(34,150,180) ; (68,199,216)
(49,199,180) ; (98,233,216)
(98,184,180) ; (134,233,214)
(68,148,180) ; (117,184,214)
(501,55,181) ; (550,91,215)
(501,91,181) ; (550,127,215)
