0.0776
96 9601
587 233 220
3
1 66 0  31 1  59 1 42
2 57 1  90 1  54 1 55
3 100 0  48 1  50 1 40
(48,200,200) ; (0,0,0)
(180,228,219) ; (407,0,0)
(396,31,177) ; (0,202,0)
(300,144,150) ; (48,0,0)
(54,57,180) ; (48,145,0)
(270,57,216) ; (102,145,0)
(59,132,217) ; (348,0,0)
(31,66,59) ; (376,136,0)
(31,66,59) ; (376,136,59)
(31,66,59) ; (376,136,118)
(66,59,62) ; (48,0,150)
(90,54,57) ; (48,59,150)
(180,57,54) ; (114,0,150)
(198,31,59) ; (48,113,150)
(90,54,57) ; (138,57,150)
(54,90,57) ; (294,0,150)
(66,31,59) ; (228,57,150)
(90,54,57) ; (258,90,150)
