0.0513
18 1801
587 233 220
3
1 53 1  49 1  79 1 64
2 91 0  64 0  28 1 70
3 42 1  28 1  63 0 73
(455,155,140) ; (0,0,0)
(474,49,159) ; (0,184,0)
(79,98,212) ; (508,0,0)
(64,133,140) ; (523,100,0)
(441,28,126) ; (0,156,0)
(49,79,212) ; (474,154,0)
(53,98,158) ; (455,0,0)
(63,56,168) ; (460,98,0)
(441,28,84) ; (0,156,126)
(441,155,79) ; (0,0,140)
(63,84,70) ; (523,149,140)
(53,49,79) ; (533,100,140)
(53,79,49) ; (455,0,158)
(158,49,53) ; (0,184,159)
(315,42,56) ; (159,191,159)
(63,56,42) ; (460,98,168)
