0.0552
35 3501
587 233 220
3
1 113 1  69 1  80 1 36
2 36 1  38 1  63 1 40
3 102 0  54 0  26 1 27
(0,0,0) ; (69,113,80)
(69,0,0) ; (138,113,80)
(138,0,0) ; (207,113,80)
(207,0,0) ; (276,113,80)
(276,0,0) ; (345,113,80)
(345,0,0) ; (414,113,80)
(414,0,0) ; (483,113,80)
(0,0,80) ; (80,113,149)
(80,0,80) ; (160,113,149)
(160,0,80) ; (240,113,149)
(240,0,80) ; (320,113,149)
(320,0,80) ; (400,113,149)
(400,0,80) ; (480,113,149)
(0,153,0) ; (69,233,113)
(69,153,0) ; (138,233,113)
(138,153,0) ; (207,233,113)
(207,153,0) ; (276,233,113)
(276,153,0) ; (345,233,113)
(0,153,113) ; (113,233,182)
(113,153,113) ; (226,233,182)
(226,153,113) ; (339,233,182)
(347,120,0) ; (427,233,69)
(427,120,0) ; (507,233,69)
(507,120,0) ; (587,233,69)
(347,120,69) ; (427,233,138)
(427,120,69) ; (507,233,138)
(507,120,69) ; (587,233,138)
(485,0,0) ; (587,54,26)
(485,54,0) ; (587,108,26)
(485,0,26) ; (587,54,52)
(485,54,26) ; (587,108,52)
(485,0,52) ; (587,54,78)
(485,54,52) ; (587,108,78)
(485,0,78) ; (587,54,104)
(485,54,78) ; (587,108,104)
(485,0,104) ; (587,54,130)
(485,54,104) ; (587,108,130)
(485,0,130) ; (587,54,156)
(485,54,130) ; (587,108,156)
(485,0,156) ; (587,54,182)
(485,54,156) ; (587,108,182)
(0,115,0) ; (63,153,36)
(63,115,0) ; (126,153,36)
(126,115,0) ; (189,153,36)
(189,115,0) ; (252,153,36)
(252,115,0) ; (315,153,36)
(0,115,36) ; (63,153,72)
(63,115,36) ; (126,153,72)
(126,115,36) ; (189,153,72)
(189,115,36) ; (252,153,72)
(252,115,36) ; (315,153,72)
(0,115,72) ; (63,153,108)
(63,115,72) ; (126,153,108)
(126,115,72) ; (189,153,108)
(189,115,72) ; (252,153,108)
(252,115,72) ; (315,153,108)
(0,115,108) ; (63,153,144)
(63,115,108) ; (126,153,144)
(126,115,108) ; (189,153,144)
(189,115,108) ; (252,153,144)
(252,115,108) ; (315,153,144)
(0,115,144) ; (63,153,180)
(63,115,144) ; (126,153,180)
(126,115,144) ; (189,153,180)
(189,115,144) ; (252,153,180)
(252,115,144) ; (315,153,180)
(0,115,180) ; (63,153,216)
(63,115,180) ; (126,153,216)
(126,115,180) ; (189,153,216)
(189,115,180) ; (252,153,216)
(252,115,180) ; (315,153,216)
(485,125,138) ; (587,179,164)
(485,179,138) ; (587,233,164)
(485,125,164) ; (587,179,190)
(485,179,164) ; (587,233,190)
(485,125,190) ; (587,179,216)
(485,179,190) ; (587,233,216)
(347,120,138) ; (416,233,218)
(416,120,138) ; (485,233,218)
(0,0,149) ; (80,113,218)
(80,0,149) ; (160,113,218)
(160,0,149) ; (240,113,218)
(240,0,149) ; (320,113,218)
(320,0,149) ; (400,113,218)
(400,0,149) ; (480,113,218)
(0,161,182) ; (63,197,220)
(63,161,182) ; (126,197,220)
(126,161,182) ; (189,197,220)
(189,161,182) ; (252,197,220)
(252,161,182) ; (315,197,220)
(0,197,182) ; (63,233,220)
(63,197,182) ; (126,233,220)
(126,197,182) ; (189,233,220)
(189,197,182) ; (252,233,220)
(252,197,182) ; (315,233,220)
(485,0,182) ; (587,54,208)
(485,54,182) ; (587,108,208)
