0.0575
9 901
587 233 220
3
1 63 1  75 1  67 1 43
2 100 0  49 1  60 1 37
3 90 0  35 1  45 1 39
(0,0,0) ; (90,35,45)
(90,0,0) ; (180,35,45)
(180,0,0) ; (270,35,45)
(270,0,0) ; (360,35,45)
(360,0,0) ; (450,35,45)
(0,35,0) ; (90,70,45)
(90,35,0) ; (180,70,45)
(180,35,0) ; (270,70,45)
(270,35,0) ; (360,70,45)
(360,35,0) ; (450,70,45)
(0,0,45) ; (90,35,90)
(90,0,45) ; (180,35,90)
(180,0,45) ; (270,35,90)
(270,0,45) ; (360,35,90)
(360,0,45) ; (450,35,90)
(0,35,45) ; (90,70,90)
(90,35,45) ; (180,70,90)
(180,35,45) ; (270,70,90)
(270,35,45) ; (360,70,90)
(360,35,45) ; (450,70,90)
(0,0,90) ; (75,67,153)
(75,0,90) ; (150,67,153)
(150,0,90) ; (225,67,153)
(225,0,90) ; (300,67,153)
(300,0,90) ; (375,67,153)
(375,0,90) ; (450,67,153)
(0,170,0) ; (67,233,75)
(67,170,0) ; (134,233,75)
(134,170,0) ; (201,233,75)
(201,170,0) ; (268,233,75)
(268,170,0) ; (335,233,75)
(335,170,0) ; (402,233,75)
(402,170,0) ; (469,233,75)
(469,170,0) ; (536,233,75)
(0,170,75) ; (67,233,150)
(67,170,75) ; (134,233,150)
(134,170,75) ; (201,233,150)
(201,170,75) ; (268,233,150)
(268,170,75) ; (335,233,150)
(335,170,75) ; (402,233,150)
(402,170,75) ; (469,233,150)
(469,170,75) ; (536,233,150)
(453,0,0) ; (520,63,75)
(520,0,0) ; (587,63,75)
(453,0,75) ; (520,63,150)
(520,0,75) ; (587,63,150)
(538,133,0) ; (587,233,60)
(0,70,0) ; (49,170,60)
(49,70,0) ; (98,170,60)
(98,70,0) ; (147,170,60)
(147,70,0) ; (196,170,60)
(196,70,0) ; (245,170,60)
(245,70,0) ; (294,170,60)
(294,70,0) ; (343,170,60)
(343,70,0) ; (392,170,60)
(392,70,0) ; (441,170,60)
(441,70,0) ; (490,170,60)
(0,70,60) ; (49,170,120)
(49,70,60) ; (98,170,120)
(98,70,60) ; (147,170,120)
(147,70,60) ; (196,170,120)
(196,70,60) ; (245,170,120)
(245,70,60) ; (294,170,120)
(294,70,60) ; (343,170,120)
(343,70,60) ; (392,170,120)
(392,70,60) ; (441,170,120)
(441,70,60) ; (490,170,120)
(497,63,0) ; (587,98,45)
(497,98,0) ; (587,133,45)
(497,63,45) ; (587,98,90)
(497,98,45) ; (587,133,90)
(497,63,90) ; (587,98,135)
(497,98,90) ; (587,133,135)
(538,133,60) ; (587,233,120)
(538,133,120) ; (587,233,180)
(0,70,120) ; (60,170,169)
(60,70,120) ; (120,170,169)
(120,70,120) ; (180,170,169)
(180,70,120) ; (240,170,169)
(240,70,120) ; (300,170,169)
(300,70,120) ; (360,170,169)
(360,70,120) ; (420,170,169)
(0,70,169) ; (60,170,218)
(60,70,169) ; (120,170,218)
(120,70,169) ; (180,170,218)
(180,70,169) ; (240,170,218)
(240,70,169) ; (300,170,218)
(300,70,169) ; (360,170,218)
(360,70,169) ; (420,170,218)
(420,80,120) ; (455,170,165)
(455,80,120) ; (490,170,165)
(497,63,135) ; (587,98,180)
(497,98,135) ; (587,133,180)
(0,170,150) ; (75,233,217)
(75,170,150) ; (150,233,217)
(150,170,150) ; (225,233,217)
(225,170,150) ; (300,233,217)
(300,170,150) ; (375,233,217)
(375,170,150) ; (450,233,217)
(450,170,150) ; (525,233,217)
(512,0,150) ; (587,63,217)
(0,0,153) ; (75,63,220)
(75,0,153) ; (150,63,220)
(150,0,153) ; (225,63,220)
(225,0,153) ; (300,63,220)
(300,0,153) ; (375,63,220)
(375,0,153) ; (450,63,220)
(420,80,165) ; (455,170,210)
(455,80,165) ; (490,170,210)
(542,143,180) ; (587,233,215)
(497,63,180) ; (587,108,215)
