0.0568
57 5701
587 233 220
3
1 94 1  51 1  77 1 37
2 56 0  90 0  22 1 32
3 96 1  70 1  53 1 36
(0,0,0) ; (96,70,53)
(96,0,0) ; (192,70,53)
(192,0,0) ; (288,70,53)
(288,0,0) ; (384,70,53)
(0,0,53) ; (96,70,106)
(96,0,53) ; (192,70,106)
(192,0,53) ; (288,70,106)
(288,0,53) ; (384,70,106)
(0,0,106) ; (96,70,159)
(96,0,106) ; (192,70,159)
(192,0,106) ; (288,70,159)
(288,0,106) ; (384,70,159)
(0,0,159) ; (96,70,212)
(96,0,159) ; (192,70,212)
(192,0,159) ; (288,70,212)
(288,0,159) ; (384,70,212)
(0,74,0) ; (96,127,70)
(96,74,0) ; (192,127,70)
(0,127,0) ; (96,180,70)
(96,127,0) ; (192,180,70)
(0,180,0) ; (96,233,70)
(96,180,0) ; (192,233,70)
(0,74,70) ; (96,127,140)
(96,74,70) ; (192,127,140)
(0,127,70) ; (96,180,140)
(96,127,70) ; (192,180,140)
(0,180,70) ; (96,233,140)
(96,180,70) ; (192,233,140)
(305,79,0) ; (399,156,51)
(399,79,0) ; (493,156,51)
(493,79,0) ; (587,156,51)
(305,156,0) ; (399,233,51)
(399,156,0) ; (493,233,51)
(493,156,0) ; (587,233,51)
(305,79,51) ; (399,156,102)
(399,79,51) ; (493,156,102)
(493,79,51) ; (587,156,102)
(305,156,51) ; (399,233,102)
(399,156,51) ; (493,233,102)
(493,156,51) ; (587,233,102)
(305,79,102) ; (356,156,196)
(356,79,102) ; (407,156,196)
(407,79,102) ; (458,156,196)
(305,156,102) ; (356,233,196)
(356,156,102) ; (407,233,196)
(407,156,102) ; (458,233,196)
(458,79,102) ; (535,130,196)
(458,130,102) ; (535,181,196)
(458,181,102) ; (535,232,196)
(535,79,102) ; (586,156,196)
(535,156,102) ; (586,233,196)
(305,79,196) ; (361,169,218)
(361,79,196) ; (417,169,218)
(417,79,196) ; (473,169,218)
(473,79,196) ; (529,169,218)
(529,79,196) ; (585,169,218)
(305,169,196) ; (395,225,218)
(395,169,196) ; (485,225,218)
(485,169,196) ; (575,225,218)
(485,0,0) ; (536,77,94)
(536,0,0) ; (587,77,94)
(485,0,94) ; (536,77,188)
(536,0,94) ; (587,77,188)
(391,0,0) ; (485,77,51)
(391,0,51) ; (485,77,102)
(391,0,102) ; (485,77,153)
(391,0,153) ; (485,77,204)
(192,143,0) ; (248,233,22)
(248,143,0) ; (304,233,22)
(192,143,22) ; (248,233,44)
(248,143,22) ; (304,233,44)
(192,143,44) ; (248,233,66)
(248,143,44) ; (304,233,66)
(192,143,66) ; (248,233,88)
(248,143,66) ; (304,233,88)
(192,143,88) ; (248,233,110)
(248,143,88) ; (304,233,110)
(192,143,110) ; (248,233,132)
(248,143,110) ; (304,233,132)
(192,143,132) ; (248,233,154)
(248,143,132) ; (304,233,154)
(192,143,154) ; (248,233,176)
(248,143,154) ; (304,233,176)
(192,143,176) ; (248,233,198)
(248,143,176) ; (304,233,198)
(192,143,198) ; (248,233,220)
(248,143,198) ; (304,233,220)
(192,70,0) ; (245,140,96)
(245,70,0) ; (298,140,96)
(192,70,96) ; (245,140,192)
(245,70,96) ; (298,140,192)
(0,80,140) ; (94,131,217)
(94,80,140) ; (188,131,217)
(0,131,140) ; (94,182,217)
(94,131,140) ; (188,182,217)
(0,182,140) ; (94,233,217)
(94,182,140) ; (188,233,217)
(497,0,188) ; (587,56,210)
(192,70,192) ; (282,126,214)
