(89,104,217)
(0,0,0)
(135,69,215)
(452,0,0)
(100,78,219)
(487,155,0)
(100,127,78)
(0,106,0)
(115,85,143)
(472,69,0)
(108,78,216)
(89,0,0)
(187,65,112)
(100,168,0)
(104,78,181)
(383,155,0)
(118,69,154)
(334,0,0)
(158,88,69)
(100,80,0)
(79,84,128)
(393,69,0)
(137,77,85)
(197,0,0)
(96,66,68)
(287,167,0)
(52,82,94)
(341,69,0)
(82,86,64)
(259,81,0)
(78,77,41)
(263,90,64)
(89,57,89)
(294,176,68)
(99,86,111)
(100,80,69)
(55,74,63)
(199,92,69)
(95,94,138)
(0,139,78)
(93,33,88)
(0,106,78)
(101,75,94)
(197,0,85)
(35,50,52)
(298,0,85)
(44,80,73)
(349,69,94)
(78,72,67)
(263,95,105)
(137,62,61)
(100,169,112)
(49,61,69)
(237,170,112)
(78,84,44)
(394,69,128)
(53,64,85)
(199,102,132)
(26,45,41)
(307,0,137)
(107,47,75)
(477,69,143)
(81,31,76)
(503,122,143)
(28,33,39)
(475,120,143)
(112,45,44)
(337,0,154)
(89,20,30)
(360,45,154)
(43,55,63)
(340,178,157)
(44,50,46)
(296,183,157)
(83,31,40)
(0,108,166)
(43,77,48)
(350,69,167)
(70,49,48)
(402,69,172)
(69,27,47)
(403,126,172)
(72,68,20)
(269,99,172)
(115,56,47)
(100,173,173)
(76,65,40)
(197,0,179)
(83,31,40)
(100,134,180)
(91,49,35)
(100,80,180)
(59,54,38)
(426,178,181)
(39,50,38)
(387,182,181)
(36,57,38)
(237,174,181)
(66,56,26)
(275,111,192)
(79,34,22)
(370,0,198)
