(156,78,220)
(0,0,0)
(118,65,218)
(469,0,0)
(99,153,160)
(0,80,0)
(116,69,215)
(471,164,0)
(59,96,220)
(528,65,0)
(118,151,87)
(99,82,0)
(65,62,219)
(406,171,0)
(63,56,219)
(406,0,0)
(63,98,169)
(465,65,0)
(75,82,181)
(156,0,0)
(70,113,142)
(395,56,0)
(186,47,105)
(220,186,0)
(77,54,208)
(329,0,0)
(98,51,156)
(231,0,0)
(67,131,73)
(328,55,0)
(108,97,42)
(217,89,0)
(76,37,100)
(231,51,0)
(103,94,42)
(217,92,42)
(64,120,27)
(328,66,73)
(100,69,32)
(217,117,84)
(80,149,70)
(99,83,87)
(32,144,44)
(179,88,87)
(60,109,23)
(332,77,100)
(67,37,57)
(231,51,100)
(117,43,68)
(286,190,105)
(64,41,73)
(220,192,105)
(100,69,32)
(217,117,116)
(60,109,23)
(332,77,123)
(31,112,25)
(179,120,131)
(65,71,78)
(398,56,142)
(59,38,22)
(404,129,142)
(49,106,31)
(343,80,146)
(100,69,32)
(217,117,148)
(30,103,29)
(179,129,156)
(92,48,54)
(231,0,156)
(76,114,25)
(99,118,157)
(65,35,34)
(99,83,157)
(90,105,60)
(0,125,160)
(51,45,59)
(0,80,160)
(44,45,56)
(51,80,160)
(57,34,56)
(406,133,164)
(47,88,51)
(481,65,169)
(113,42,21)
(286,190,173)
(41,93,34)
(351,93,177)
(90,68,40)
(217,118,180)
(72,47,33)
(156,0,181)
(63,33,36)
(156,47,181)
(50,111,37)
(99,121,182)
(25,105,20)
(149,127,182)
(30,103,29)
(179,129,185)
(72,41,20)
(327,191,194)
