(231,76,158)
(0,0,0)
(70,156,116)
(0,77,0)
(80,226,150)
(507,0,0)
(297,72,132)
(70,161,0)
(169,96,166)
(338,0,0)
(139,82,134)
(368,151,0)
(113,83,114)
(70,78,0)
(166,53,87)
(341,98,0)
(106,76,62)
(231,0,0)
(138,85,94)
(183,76,0)
(20,62,64)
(321,99,0)
(93,76,93)
(231,0,62)
(113,51,74)
(394,98,87)
(42,49,63)
(352,100,87)
(138,73,22)
(183,87,94)
(100,80,49)
(70,78,114)
(62,81,101)
(0,151,116)
(56,74,68)
(0,77,116)
(101,69,45)
(183,91,116)
(33,71,27)
(288,89,116)
(288,58,27)
(70,170,132)
(88,53,83)
(418,178,134)
(111,27,84)
(395,151,134)
(46,52,44)
(372,179,134)
(31,60,31)
(290,100,143)
(77,77,68)
(508,0,150)
(60,90,69)
(525,134,150)
(51,56,32)
(534,77,150)
(24,50,32)
(510,77,150)
(32,38,58)
(362,111,150)
(76,76,34)
(231,0,155)
(191,45,60)
(0,0,158)
(188,25,41)
(0,45,158)
(34,57,62)
(191,0,158)
(66,52,60)
(70,173,159)
(100,54,33)
(136,171,159)
(113,47,35)
(245,178,159)
(106,44,20)
(401,105,161)
(101,69,45)
(183,91,161)
(85,75,31)
(70,83,163)
(69,83,54)
(438,0,166)
(92,86,47)
(346,0,166)
(31,57,34)
(290,103,174)
(33,37,31)
(385,194,178)
(95,43,38)
(412,106,181)
(46,55,30)
(539,77,182)
(49,70,29)
(0,77,184)
(67,63,30)
(231,0,189)
(79,46,28)
(136,179,192)
(82,56,25)
(70,102,194)
(94,41,25)
(264,184,194)
