(122,118,219)
(0,0,0)
(146,75,213)
(441,0,0)
(63,154,191)
(524,79,0)
(88,114,174)
(0,119,0)
(94,65,215)
(430,168,0)
(113,112,150)
(88,121,0)
(65,118,141)
(122,0,0)
(87,93,147)
(437,75,0)
(54,75,218)
(387,0,0)
(99,65,191)
(331,168,0)
(68,120,122)
(187,0,0)
(96,70,141)
(291,0,0)
(57,113,149)
(201,120,0)
(100,91,113)
(337,77,0)
(35,84,120)
(255,0,0)
(71,65,92)
(260,168,0)
(79,79,109)
(258,89,0)
(57,57,124)
(274,176,92)
(79,75,86)
(258,93,109)
(85,90,35)
(351,77,113)
(34,79,46)
(255,0,120)
(59,97,95)
(187,0,122)
(39,89,77)
(122,0,141)
(24,43,46)
(161,0,141)
(52,54,78)
(335,0,141)
(41,69,74)
(294,0,141)
(82,89,72)
(442,78,147)
(74,90,34)
(362,77,148)
(56,92,33)
(201,138,149)
(44,81,69)
(88,149,150)
(41,74,69)
(132,156,150)
(41,27,39)
(88,122,150)
(27,41,39)
(173,189,150)
(66,31,39)
(132,125,150)
(33,71,51)
(255,0,166)
(81,114,34)
(0,119,174)
(47,77,37)
(201,153,182)
(72,47,38)
(364,120,182)
(57,40,37)
(379,77,182)
(53,29,31)
(132,127,189)
(55,107,28)
(531,125,191)
(62,37,29)
(524,79,191)
(84,57,28)
(344,173,191)
