0.0716
3 301
587 233 220
70
1 45 1  55 1  60 1 2
2 110 0  38 1  64 1 2
3 87 1  52 1  71 1 2
4 98 0  55 0  25 1 1
5 78 1  56 1  49 1 1
6 104 0  70 1  52 1 2
7 69 1  69 1  52 1 1
8 117 0  39 1  64 1 2
9 69 1  72 1  79 1 2
10 45 1  27 1  49 1 1
11 48 0  29 1  24 1 1
12 104 0  54 0  27 1 1
13 101 0  72 0  36 1 1
14 72 1  81 1  75 1 1
15 113 0  61 0  24 1 1
16 81 0  38 1  54 1 2
17 57 1  52 1  54 1 1
18 93 1  99 1  78 1 3
19 120 0  53 1  58 1 3
20 31 1  45 1  30 1 1
21 81 1  90 1  73 1 2
22 39 1  94 0  51 1 1
23 58 1  32 1  73 0 1
24 82 0  75 0  36 1 1
25 98 1  90 1  52 1 2
26 47 1  68 1  52 1 1
27 57 1  99 0  34 1 1
28 89 1  67 1  47 1 1
29 38 1  32 1  35 1 1
30 33 1  47 1  47 1 1
31 60 1  70 1  47 1 3
32 80 1  86 1  71 1 3
33 101 0  94 1  49 1 1
34 34 1  45 1  30 1 1
35 55 1  78 1  80 1 1
36 68 1  39 1  50 1 4
37 110 0  83 0  28 1 1
38 91 1  86 1  54 1 1
39 98 0  34 1  48 1 1
40 97 0  34 1  71 0 1
41 86 0  88 0  34 1 2
42 100 1  81 1  61 1 1
43 32 1  41 1  40 1 1
44 43 1  76 1  48 1 2
45 84 1  62 1  80 1 1
46 74 0  81 0  20 1 1
47 64 0  85 0  30 1 3
48 44 1  42 1  79 1 1
49 78 1  42 1  46 1 2
50 73 0  99 0  30 1 1
51 84 1  95 0  43 1 3
52 73 1  97 1  80 1 1
53 85 1  97 1  49 1 1
54 37 1  75 0  66 1 2
55 56 0  49 1  25 1 2
56 82 0  58 0  24 1 1
57 96 0  35 1  32 1 1
58 33 1  28 1  69 0 1
59 97 0  62 1  41 1 3
60 78 0  69 0  21 1 1
61 107 0  71 1  42 1 1
62 48 1  70 1  67 1 4
63 43 1  51 1  29 1 2
64 89 1  84 1  79 1 4
65 45 1  52 1  45 1 1
66 44 1  26 1  53 0 3
67 72 1  79 1  68 1 2
68 79 1  74 1  40 1 1
69 37 1  72 1  66 1 3
70 104 0  84 1  52 1 2
(0,0,0) ; (84,79,89)
(84,0,0) ; (168,79,89)
(0,0,89) ; (69,79,161)
(69,0,89) ; (168,78,182)
(0,0,161) ; (69,78,182)
(401,0,0) ; (494,99,78)
(494,0,0) ; (587,99,78)
(401,0,78) ; (463,97,119)
(463,0,78) ; (525,97,119)
(525,0,78) ; (587,97,119)
(401,0,119) ; (502,94,168)
(502,0,119) ; (587,97,168)
(0,165,0) ; (70,232,48)
(70,165,0) ; (149,233,72)
(0,165,48) ; (70,232,96)
(70,165,72) ; (149,233,144)
(0,165,96) ; (70,232,144)
(0,165,144) ; (75,231,181)
(75,165,144) ; (147,231,181)
(0,165,181) ; (75,231,218)
(75,165,181) ; (147,231,218)
(500,101,0) ; (587,153,71)
(500,153,0) ; (586,233,71)
(500,101,71) ; (587,153,142)
(500,153,71) ; (586,233,142)
(500,101,142) ; (585,165,172)
(500,165,142) ; (585,229,172)
(0,81,0) ; (79,165,89)
(0,81,89) ; (79,165,178)
(0,81,178) ; (75,163,214)
(405,104,0) ; (500,147,84)
(405,147,0) ; (500,190,84)
(405,190,0) ; (500,233,84)
(79,79,0) ; (159,165,71)
(149,181,0) ; (247,233,90)
(149,181,90) ; (247,233,180)
(149,181,180) ; (243,232,219)
(168,0,0) ; (241,81,90)
(241,0,0) ; (314,81,90)
(168,0,90) ; (237,79,162)
(237,0,90) ; (312,81,162)
(251,129,0) ; (321,233,52)
(321,129,0) ; (405,233,52)
(251,129,52) ; (321,233,104)
(321,129,52) ; (405,233,104)
(315,0,0) ; (401,91,54)
(315,0,54) ; (401,88,88)
(315,0,88) ; (401,88,122)
(159,81,0) ; (220,181,81)
(220,136,0) ; (250,181,31)
(220,136,31) ; (250,181,65)
(291,91,0) ; (401,129,64)
(291,91,64) ; (401,129,128)
(220,81,0) ; (287,129,70)
(220,138,65) ; (249,181,116)
(220,81,70) ; (287,128,159)
(79,81,71) ; (159,165,133)
(79,81,133) ; (157,123,179)
(79,123,133) ; (157,165,179)
(159,87,81) ; (219,134,151)
(159,134,81) ; (219,181,151)
(444,104,84) ; (500,153,162)
(444,153,84) ; (499,233,162)
(405,116,84) ; (444,233,148)
(285,180,104) ; (405,233,162)
(285,180,162) ; (405,233,220)
(288,130,104) ; (327,180,172)
(327,130,104) ; (366,180,172)
(366,130,104) ; (405,180,172)
(251,134,104) ; (285,233,161)
(251,134,161) ; (285,232,209)
(220,138,116) ; (249,181,167)
(321,0,122) ; (401,73,219)
(320,91,128) ; (401,129,182)
(405,116,148) ; (444,233,212)
(159,99,151) ; (217,181,175)
(220,81,159) ; (275,126,219)
(446,113,162) ; (499,233,220)
(168,0,162) ; (222,52,219)
(168,52,162) ; (224,77,211)
(222,0,162) ; (295,32,220)
(224,32,162) ; (284,77,217)
(285,32,162) ; (312,77,211)
(471,0,168) ; (540,69,220)
(540,0,168) ; (587,68,220)
(539,69,168) ; (587,93,197)
(403,0,168) ; (471,39,218)
(483,69,168) ; (539,94,217)
(427,39,168) ; (471,92,194)
(427,39,194) ; (471,92,220)
(401,39,168) ; (427,92,212)
(509,143,172) ; (585,186,220)
(509,186,172) ; (585,229,220)
(506,101,172) ; (585,143,216)
(372,133,172) ; (405,180,219)
(320,135,172) ; (372,180,217)
(288,139,172) ; (320,180,212)
(159,100,175) ; (213,181,213)
(79,86,179) ; (153,165,219)
(0,0,182) ; (66,72,219)
(66,0,182) ; (167,72,218)
(332,91,182) ; (401,124,210)
