0.0908
82 8201
587 233 220
70
1 49 1  62 1  35 1 4
2 79 1  64 1  44 1 1
3 67 1  66 1  44 1 2
4 109 0  58 1  54 1 1
5 32 1  97 0  75 0 3
6 47 0  75 0  22 1 1
7 83 0  30 1  73 0 1
8 61 1  32 1  77 0 2
9 53 1  92 1  56 1 3
10 73 0  95 0  28 1 1
11 85 1  57 1  72 1 3
12 58 0  42 1  29 1 3
13 75 0  29 1  61 0 2
14 114 0  39 1  55 1 3
15 43 1  52 1  42 1 1
16 64 1  80 1  63 1 2
17 117 0  39 1  50 1 3
18 79 1  41 1  74 1 3
19 46 0  50 0  20 1 2
20 70 1  92 1  76 1 3
21 101 0  40 1  73 1 3
22 82 1  62 1  46 1 1
23 108 0  88 0  22 1 4
24 30 1  78 0  77 0 2
25 88 1  78 1  65 1 1
26 98 1  84 1  57 1 1
27 71 1  51 1  55 1 3
28 116 0  33 1  59 1 1
29 34 1  91 0  22 1 2
30 69 0  29 1  62 0 3
31 57 1  65 1  43 1 5
32 110 0  70 1  43 1 1
33 95 0  54 1  29 1 3
34 67 0  26 1  22 1 1
35 87 0  37 1  61 1 2
36 46 1  37 1  79 0 1
37 54 1  46 1  78 1 1
38 71 1  85 1  52 1 1
39 93 0  26 1  60 0 2
40 50 1  87 1  75 1 2
41 95 1  50 1  48 1 2
42 84 0  85 0  32 1 1
43 98 0  87 0  36 1 1
44 56 1  78 1  45 1 2
45 96 0  56 0  28 1 1
46 49 1  49 1  76 1 2
47 40 1  83 0  45 1 1
48 82 0  64 0  28 1 2
49 42 0  25 1  20 1 1
50 118 0  83 0  21 1 2
51 40 1  76 0  27 1 3
52 99 0  53 1  33 1 2
53 53 1  95 1  65 1 2
54 110 1  84 1  66 1 2
55 87 0  59 1  32 1 1
56 97 1  87 1  73 1 3
57 117 0  93 0  43 1 1
58 98 0  85 1  43 1 1
59 52 1  29 1  48 1 1
60 110 0  33 1  62 1 2
61 57 1  59 1  70 1 2
62 64 0  70 0  31 1 5
63 67 0  51 1  33 1 1
64 57 0  92 0  22 1 2
65 72 1  58 1  64 1 1
66 95 1  69 1  78 1 1
67 87 0  30 1  65 0 1
68 91 0  69 0  22 1 1
69 56 1  96 0  43 1 1
70 82 1  68 1  48 1 3
(0,0,0) ; (110,66,84)
(110,0,0) ; (220,66,84)
(0,0,84) ; (79,64,128)
(79,0,84) ; (146,66,128)
(146,0,84) ; (213,66,128)
(0,146,0) ; (97,233,73)
(0,146,73) ; (97,233,146)
(0,146,146) ; (97,233,219)
(371,0,0) ; (443,57,85)
(443,0,0) ; (515,57,85)
(515,0,0) ; (587,57,85)
(371,0,85) ; (414,57,150)
(414,0,85) ; (457,57,150)
(457,0,85) ; (500,57,150)
(500,0,85) ; (543,57,150)
(543,0,85) ; (586,57,150)
(371,0,150) ; (442,55,201)
(442,0,150) ; (513,55,201)
(513,0,150) ; (584,55,201)
(359,163,0) ; (435,233,92)
(435,163,0) ; (511,233,92)
(511,163,0) ; (587,233,92)
(359,163,92) ; (408,198,154)
(408,163,92) ; (457,198,154)
(359,198,92) ; (408,233,154)
(408,198,92) ; (457,233,154)
(457,163,92) ; (521,233,123)
(521,163,92) ; (585,233,123)
(457,163,123) ; (521,233,154)
(521,163,123) ; (585,233,154)
(492,57,0) ; (587,110,65)
(492,110,0) ; (587,163,65)
(492,57,65) ; (584,110,121)
(492,110,65) ; (584,163,121)
(0,66,0) ; (63,146,64)
(63,66,0) ; (126,146,64)
(0,66,64) ; (41,145,138)
(41,66,64) ; (82,145,138)
(82,66,64) ; (123,145,138)
(97,146,0) ; (147,233,75)
(147,146,0) ; (197,233,75)
(97,146,75) ; (195,233,111)
(97,146,111) ; (195,231,154)
(375,57,0) ; (489,112,39)
(375,112,0) ; (492,162,39)
(375,57,39) ; (489,112,78)
(375,112,39) ; (492,162,78)
(375,57,78) ; (489,112,117)
(375,112,78) ; (492,162,117)
(126,66,0) ; (221,144,69)
(126,66,69) ; (187,143,101)
(187,66,69) ; (219,143,130)
(126,66,101) ; (187,141,130)
(197,145,0) ; (262,233,78)
(197,145,78) ; (262,232,108)
(197,145,108) ; (261,227,136)
(270,0,0) ; (371,40,73)
(270,0,73) ; (371,40,146)
(270,0,146) ; (371,40,219)
(220,0,0) ; (270,48,95)
(220,0,95) ; (270,48,190)
(262,158,0) ; (359,233,32)
(262,158,32) ; (359,233,64)
(262,158,64) ; (359,233,96)
(278,40,0) ; (371,157,43)
(221,48,0) ; (278,140,22)
(221,48,22) ; (278,140,44)
(287,40,43) ; (371,97,141)
