(91,84,214)
(0,0,0)
(65,120,217)
(522,0,0)
(102,146,125)
(0,87,0)
(116,112,139)
(471,121,0)
(102,120,146)
(420,0,0)
(94,72,217)
(91,0,0)
(64,160,121)
(102,73,0)
(120,110,128)
(351,123,0)
(180,76,66)
(166,157,0)
(58,119,153)
(362,0,0)
(83,73,220)
(185,0,0)
(93,108,86)
(269,0,0)
(76,84,75)
(166,73,0)
(107,48,46)
(244,109,0)
(100,48,78)
(251,109,46)
(172,67,97)
(166,166,66)
(69,77,54)
(166,73,75)
(92,78,60)
(270,0,86)
(76,29,44)
(286,78,86)
(58,90,97)
(102,142,121)
(60,60,98)
(102,73,121)
(88,41,37)
(263,116,124)
(58,84,95)
(0,147,125)
(42,104,94)
(58,127,125)
(58,53,91)
(0,94,125)
(42,38,61)
(58,87,125)
(90,102,69)
(381,127,128)
(27,102,50)
(354,127,128)
(66,73,88)
(166,73,129)
(74,27,47)
(288,78,130)
(87,80,78)
(500,152,139)
(55,31,28)
(532,121,139)
(29,76,44)
(471,156,139)
(57,97,72)
(463,0,146)
(42,114,50)
(421,0,146)
(65,43,72)
(297,0,146)
(51,32,49)
(311,43,146)
(27,74,47)
(270,0,146)
(44,73,66)
(372,0,153)
(52,45,64)
(364,73,153)
(62,41,59)
(289,116,161)
(90,38,56)
(166,195,163)
(102,27,50)
(166,168,163)
(68,64,32)
(270,169,163)
(35,31,27)
(552,121,167)
(24,79,34)
(357,150,178)
(26,76,34)
(474,156,183)
(68,56,21)
(270,177,195)
(40,83,24)
(423,0,196)
(49,79,21)
(420,150,197)
(29,90,20)
(391,139,197)
